,sample.id,EV1,EV2,EV3,EV4,,,,,Type,Cultivar,,Group,core,Phylos_type,Type_final
277,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Finola_a1_SRR4448768_1_Hemp_sorted.bam,-0.0100583,0.0022299,0.04900054,0.03226078,Finola_a1,_,SRR4448768_1,_,Hemp,Finola_a1_SRR4448768_1_Hemp,Finola_a1_SRR4448768_1_Hemp,Group 1,,Landrace,Landrace
419,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kazakhstan_b1_SRR4448769_1_LANDRACE_sorted.bam,-0.0110199,-0.0028734,0.04633096,0.0249273,Kazakhstan_b1,_,SRR4448769_1,_,LANDRACE,Kazakhstan_b1_SRR4448769_1_LANDRACE,Kazakhstan_b1_SRR4448769_1_LANDRACE,Group 1,,Landrace,Landrace
420,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kazakhstan_c1_SRR4448770_1_LANDRACE_sorted.bam,0.01172354,0.00148814,0.03845811,0.03538079,Kazakhstan_c1,_,SRR4448770_1,_,LANDRACE,Kazakhstan_c1_SRR4448770_1_LANDRACE,Kazakhstan_c1_SRR4448770_1_LANDRACE,Group 1,,Landrace,Landrace
278,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Finola_b1_SRR4448771_1_Hemp_sorted.bam,-0.0033092,-0.0002664,0.04258016,0.03552359,Finola_b1,_,SRR4448771_1,_,Hemp,Finola_b1_SRR4448771_1_Hemp,Finola_b1_SRR4448771_1_Hemp,Group 1,,Landrace,Landrace
426,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kenya_Kisumu_a1_SRR4448772_1_LANDRACE_sorted.bam,0.01517909,-0.0141228,0.03979158,0.04665215,Kenya_Kisumu_a1,_,SRR4448772_1,_,LANDRACE,Kenya_Kisumu_a1_SRR4448772_1_LANDRACE,Kenya_Kisumu_a1_SRR4448772_1_LANDRACE,Group 1,,Landrace,Landrace
275,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Fertodi_Hungary_a1_SRR4448773_1_LANDRACE_sorted.bam,0.0039449,-0.0117428,0.04881037,0.03510394,Fertodi_Hungary_a1,_,SRR4448773_1,_,LANDRACE,Fertodi_Hungary_a1_SRR4448773_1_LANDRACE,Fertodi_Hungary_a1_SRR4448773_1_LANDRACE,Group 1,,Landrace,Landrace
378,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/India_Khandwa_a1_SRR4448774_1_LANDRACE_sorted.bam,0.00512675,-0.0179444,0.01080991,0.02056686,India_Khandwa_a1,_,SRR4448774_1,_,LANDRACE,India_Khandwa_a1_SRR4448774_1_LANDRACE,India_Khandwa_a1_SRR4448774_1_LANDRACE,Group 1,,Landrace,Landrace
377,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/India_d1_SRR4448775_1_LANDRACE_sorted.bam,0.02138714,-0.0072082,0.04207569,0.04098343,India_d1,_,SRR4448775_1,_,LANDRACE,India_d1_SRR4448775_1_LANDRACE,India_d1_SRR4448775_1_LANDRACE,Group 1,,Landrace,Landrace
776,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Toto_a1_SRR4448777_1_LANDRACE_sorted.bam,0.0143984,0.01141388,0.02846219,0.00147083,Toto_a1,_,SRR4448777_1,_,LANDRACE,Toto_a1_SRR4448777_1_LANDRACE,Toto_a1_SRR4448777_1_LANDRACE,Group 2,,Landrace,Landrace
795,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Unknown_1_a1_SRR4448778_1_UNKNOWN_sorted.bam,0.01587743,-0.0070167,0.03784773,0.02694936,Unknown_1_a1,_,SRR4448778_1,_,UNKNOWN,Unknown_1_a1_SRR4448778_1_UNKNOWN,Unknown_1_a1_SRR4448778_1_UNKNOWN,Group 1,,Landrace,Landrace
796,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Unknown_2_a1_SRR4448779_1_UNKNOWN_sorted.bam,0.02043572,0.00144632,0.03450483,0.01595571,Unknown_2_a1,_,SRR4448779_1,_,UNKNOWN,Unknown_2_a1_SRR4448779_1_UNKNOWN,Unknown_2_a1_SRR4448779_1_UNKNOWN,Group 1,,Landrace,Landrace
279,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Finola_c1_SRR4448781_1_Hemp_sorted.bam,-0.0030762,0.00887727,0.04518205,0.03085344,Finola_c1,_,SRR4448781_1,_,Hemp,Finola_c1_SRR4448781_1_Hemp,Finola_c1_SRR4448781_1_Hemp,Group 1,,Landrace,Landrace
422,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kazakhstan_e1_SRR4448783_1_LANDRACE_sorted.bam,-0.0069728,0.00232313,0.03802258,0.02968886,Kazakhstan_e1,_,SRR4448783_1,_,LANDRACE,Kazakhstan_e1_SRR4448783_1_LANDRACE,Kazakhstan_e1_SRR4448783_1_LANDRACE,Group 1,,Landrace,Landrace
423,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kazakhstan_f1_SRR4448784_1_LANDRACE_sorted.bam,0.00482246,-0.0087713,0.03543834,0.03752307,Kazakhstan_f1,_,SRR4448784_1,_,LANDRACE,Kazakhstan_f1_SRR4448784_1_LANDRACE,Kazakhstan_f1_SRR4448784_1_LANDRACE,Group 1,,Landrace,Landrace
513,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Nepal_Pahari_a1_SRR4448786_1_LANDRACE_sorted.bam,0.01424777,-0.008097,0.03094984,0.01866966,Nepal_Pahari_a1,_,SRR4448786_1,_,LANDRACE,Nepal_Pahari_a1_SRR4448786_1_LANDRACE,Nepal_Pahari_a1_SRR4448786_1_LANDRACE,Group 1,,Landrace,Landrace
276,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Fertodi_Hungary_b1_SRR4448789_1_LANDRACE_sorted.bam,-0.0030061,-0.0006765,0.04626631,0.03091993,Fertodi_Hungary_b1,_,SRR4448789_1,_,LANDRACE,Fertodi_Hungary_b1_SRR4448789_1_LANDRACE,Fertodi_Hungary_b1_SRR4448789_1_LANDRACE,Group 1,,Landrace,Landrace
371,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hybrid_Krasnodarskii_10_FB_Russia_a1_SRR4448790_1_LANDRACE_sorted.bam,0.0021152,-0.0003288,0.03604122,0.02125194,Hybrid_Krasnodarskii_10_FB_Russia_a1,_,SRR4448790_1,_,LANDRACE,Hybrid_Krasnodarskii_10_FB_Russia_a1_SRR4448790_1_LANDRACE,Hybrid_Krasnodarskii_10_FB_Russia_a1_SRR4448790_1_LANDRACE,Group 1,,Landrace,Landrace
213,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Colombia_Sabanira_a1_SRR4448792_1_LANDRACE_sorted.bam,-0.0076527,-0.016589,0.04036566,0.03025145,Colombia_Sabanira_a1,_,SRR4448792_1,_,LANDRACE,Colombia_Sabanira_a1_SRR4448792_1_LANDRACE,Colombia_Sabanira_a1_SRR4448792_1_LANDRACE,Group 1,,Landrace,Landrace
399,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Jamaican_Lambsbread_60_70_a1_SRR4448795_1_LANDRACE_sorted.bam,0.02428717,-0.009871,0.04120776,0.0430078,Jamaican_Lambsbread_60_70_a1,_,SRR4448795_1,_,LANDRACE,Jamaican_Lambsbread_60_70_a1_SRR4448795_1_LANDRACE,Jamaican_Lambsbread_60_70_a1_SRR4448795_1_LANDRACE,Group 1,,Landrace,Landrace
424,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kazakhstan_g1_SRR4448796_1_LANDRACE_sorted.bam,-0.0054617,-0.0058255,0.04073796,0.02284816,Kazakhstan_g1,_,SRR4448796_1,_,LANDRACE,Kazakhstan_g1_SRR4448796_1_LANDRACE,Kazakhstan_g1_SRR4448796_1_LANDRACE,Group 1,,Landrace,Landrace
130,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Brazil_Pernambuco_a1_SRR4448799_1_LANDRACE_sorted.bam,-0.0035404,0.00808795,0.05225609,0.01600282,Brazil_Pernambuco_a1,_,SRR4448799_1,_,LANDRACE,Brazil_Pernambuco_a1_SRR4448799_1_LANDRACE,Brazil_Pernambuco_a1_SRR4448799_1_LANDRACE,Group 1,,Landrace,Landrace
566,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Papua_New_Guinea_c1_SRR4448802_1_LANDRACE_sorted.bam,0.01723689,-0.0055196,0.03084173,0.01937582,Papua_New_Guinea_c1,_,SRR4448802_1,_,LANDRACE,Papua_New_Guinea_c1_SRR4448802_1_LANDRACE,Papua_New_Guinea_c1_SRR4448802_1_LANDRACE,Group 1,,Landrace,Landrace
478,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Mangobiche_Colombia_b1_SRR4448803_1_LANDRACE_sorted.bam,0.02052728,-0.0152267,0.03991288,0.04962836,Mangobiche_Colombia_b1,_,SRR4448803_1,_,LANDRACE,Mangobiche_Colombia_b1_SRR4448803_1_LANDRACE,Mangobiche_Colombia_b1_SRR4448803_1_LANDRACE,Group 1,,Landrace,Landrace
128,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Bolonska_Yugoslavia_a1_SRR4448804_1_LANDRACE_sorted.bam,0.00801201,-0.0058576,0.04185776,0.03774726,Bolonska_Yugoslavia_a1,_,SRR4448804_1,_,LANDRACE,Bolonska_Yugoslavia_a1_SRR4448804_1_LANDRACE,Bolonska_Yugoslavia_a1_SRR4448804_1_LANDRACE,Group 1,,Landrace,Landrace
764,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Thailand_b1_SRR4448805_1_LANDRACE_sorted.bam,0.00778247,0.00983014,0.02014961,0.02140177,Thailand_b1,_,SRR4448805_1,_,LANDRACE,Thailand_b1_SRR4448805_1_LANDRACE,Thailand_b1_SRR4448805_1_LANDRACE,Group 1,,Landrace,Landrace
494,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Mestnayal_Bulgaria_a1_SRR4448806_1_LANDRACE_sorted.bam,-0.0025205,0.0053385,0.03406824,0.0217073,Mestnayal_Bulgaria_a1,_,SRR4448806_1,_,LANDRACE,Mestnayal_Bulgaria_a1_SRR4448806_1_LANDRACE,Mestnayal_Bulgaria_a1_SRR4448806_1_LANDRACE,Group 1,,Landrace,Landrace
495,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Mestnayal_Ukraine_a1_SRR4448807_1_LANDRACE_sorted.bam,-0.0035624,-0.005863,0.04762561,0.02869864,Mestnayal_Ukraine_a1,_,SRR4448807_1,_,LANDRACE,Mestnayal_Ukraine_a1_SRR4448807_1_LANDRACE,Mestnayal_Ukraine_a1_SRR4448807_1_LANDRACE,Group 1,,Landrace,Landrace
840,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Yugoslavia_a1_SRR4448808_1_LANDRACE_sorted.bam,-0.0114782,-0.0161012,0.01898721,0.04406612,Yugoslavia_a1,_,SRR4448808_1,_,LANDRACE,Yugoslavia_a1_SRR4448808_1_LANDRACE,Yugoslavia_a1_SRR4448808_1_LANDRACE,Group 1,,Landrace,Landrace
533,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Odnodomnaya_Poland_a1_SRR4448809_1_LANDRACE_sorted.bam,0.00065376,-0.0088689,0.0228031,0.03025829,Odnodomnaya_Poland_a1,_,SRR4448809_1,_,LANDRACE,Odnodomnaya_Poland_a1_SRR4448809_1_LANDRACE,Odnodomnaya_Poland_a1_SRR4448809_1_LANDRACE,Group 1,,Landrace,Landrace
425,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kazakhstan_h1_SRR4448810_1_LANDRACE_sorted.bam,-0.0030666,-0.0006656,0.03621937,0.01822866,Kazakhstan_h1,_,SRR4448810_1,_,LANDRACE,Kazakhstan_h1_SRR4448810_1_LANDRACE,Kazakhstan_h1_SRR4448810_1_LANDRACE,Group 1,,Landrace,Landrace
36,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Afghanistan_Kyber_Pass_a1_SRR4448815_1_LANDRACE_sorted.bam,0.0090286,-0.0204633,0.04109872,0.04657245,Afghanistan_Kyber_Pass_a1,_,SRR4448815_1,_,LANDRACE,Afghanistan_Kyber_Pass_a1_SRR4448815_1_LANDRACE,Afghanistan_Kyber_Pass_a1_SRR4448815_1_LANDRACE,Group 1,,Landrace,Landrace
811,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Watkins_a1_SRR4448816_1_LANDRACE_sorted.bam,0.01154068,0.00736628,0.03105695,0.0301678,Watkins_a1,_,SRR4448816_1,_,LANDRACE,Watkins_a1_SRR4448816_1_LANDRACE,Watkins_a1_SRR4448816_1_LANDRACE,Group 1,,Landrace,Landrace
775,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/TJ_a1_SRR4448821_1_LANDRACE_sorted.bam,0.03290989,0.0169317,0.02605548,-0.0023401,TJ_a1,_,SRR4448821_1,_,LANDRACE,TJ_a1_SRR4448821_1_LANDRACE,TJ_a1_SRR4448821_1_LANDRACE,Group 2,,Landrace,Landrace
725,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sumatra_Tuk_Tuk_a1_SRR4448823_1_LANDRACE_sorted.bam,0.0145022,-0.0150048,0.04157558,0.03177555,Sumatra_Tuk_Tuk_a1,_,SRR4448823_1,_,LANDRACE,Sumatra_Tuk_Tuk_a1_SRR4448823_1_LANDRACE,Sumatra_Tuk_Tuk_a1_SRR4448823_1_LANDRACE,Group 1,,Landrace,Landrace
517,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Nicaragua_a1_SRR4448825_1_LANDRACE_sorted.bam,0.02138093,-0.0042413,0.02982302,0.03496618,Nicaragua_a1,_,SRR4448825_1,_,LANDRACE,Nicaragua_a1_SRR4448825_1_LANDRACE,Nicaragua_a1_SRR4448825_1_LANDRACE,Group 1,,Landrace,Landrace
773,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Tian_Shui_Giansu_China_b1_SRR4448826_1_LANDRACE_sorted.bam,0.00141045,-0.0075134,0.0245851,0.02820977,Tian_Shui_Giansu_China_b1,_,SRR4448826_1,_,LANDRACE,Tian_Shui_Giansu_China_b1_SRR4448826_1_LANDRACE,Tian_Shui_Giansu_China_b1_SRR4448826_1_LANDRACE,Group 1,,Landrace,Landrace
599,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Polish_Hemp_a1_SRR4450089_1_Hemp_sorted.bam,-0.0054254,-0.0021256,0.03793477,0.04193099,Polish_Hemp_a1,_,SRR4450089_1,_,Hemp,Polish_Hemp_a1_SRR4450089_1_Hemp,Polish_Hemp_a1_SRR4450089_1_Hemp,Group 1,,Landrace,Landrace
637,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Romanian_Hemp_a1_SRR4450090_1_Hemp_sorted.bam,-3.58E-05,0.00552909,0.04093343,0.04183329,Romanian_Hemp_a1,_,SRR4450090_1,_,Hemp,Romanian_Hemp_a1_SRR4450090_1_Hemp,Romanian_Hemp_a1_SRR4450090_1_Hemp,Group 1,,Landrace,Landrace
295,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/German_Hemp_a1_SRR4450097_1_Hemp_sorted.bam,0.01245616,-0.0035973,0.02212926,0.03365585,German_Hemp_a1,_,SRR4450097_1,_,Hemp,German_Hemp_a1_SRR4450097_1_Hemp,German_Hemp_a1_SRR4450097_1_Hemp,Group 1,,Landrace,Landrace
383,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Iowa_Feral_Hemp_a1_SRR4450098_1_Hemp_sorted.bam,-0.0042601,0.00969483,0.04560016,0.01675984,Iowa_Feral_Hemp_a1,_,SRR4450098_1,_,Hemp,Iowa_Feral_Hemp_a1_SRR4450098_1_Hemp,Iowa_Feral_Hemp_a1_SRR4450098_1_Hemp,Group 1,,Landrace,Landrace
600,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Portuguese_Hemp_a1_SRR4450099_1_Hemp_sorted.bam,0.00465975,-0.0017063,0.04249356,0.03160172,Portuguese_Hemp_a1,_,SRR4450099_1,_,Hemp,Portuguese_Hemp_a1_SRR4450099_1_Hemp,Portuguese_Hemp_a1_SRR4450099_1_Hemp,Group 1,,Landrace,Landrace
294,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Gambia_a1_SRR4450100_1_LANDRACE_sorted.bam,0.0313047,0.00292123,0.0378885,0.0124372,Gambia_a1,_,SRR4450100_1,_,LANDRACE,Gambia_a1_SRR4450100_1_LANDRACE,Gambia_a1_SRR4450100_1_LANDRACE,Group 2,,Landrace,Landrace
470,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Malawi_b1_SRR4450102_1_THC_Dominant_sorted.bam,0.01146114,0.00579877,0.03478397,0.04692718,Malawi_b1,_,SRR4450102_1,_,Type_I_,Malawi_b1_SRR4450102_1_Type_I_,Malawi_b1_SRR4450102_1_Type_I_,Group 1,,Landrace,Landrace
164,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Changxin_Dao_a1_SRR4450121_1_LANDRACE_sorted.bam,-0.0097948,0.00650099,0.04356345,0.02702451,Changxin_Dao_a1,_,SRR4450121_1,_,LANDRACE,Changxin_Dao_a1_SRR4450121_1_LANDRACE,Changxin_Dao_a1_SRR4450121_1_LANDRACE,Group 1,,Landrace,Landrace
841,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Yulong_a1_SRR4450122_1_LANDRACE_sorted.bam,0.0180522,-0.0023251,0.02187228,0.05097317,Yulong_a1,_,SRR4450122_1,_,LANDRACE,Yulong_a1_SRR4450122_1_LANDRACE,Yulong_a1_SRR4450122_1_LANDRACE,Group 1,,Landrace,Landrace
706,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Star_a1_SRR4450124_1_LANDRACE_sorted.bam,0.02501286,-0.0120272,0.05200831,0.05131888,Star_a1,_,SRR4450124_1,_,LANDRACE,Star_a1_SRR4450124_1_LANDRACE,Star_a1_SRR4450124_1_LANDRACE,Group 1,,Landrace,Landrace
629,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Raziel_a1_SRR4450125_1_LANDRACE_sorted.bam,0.0197093,-0.0169553,0.05378867,0.06750527,Raziel_a1,_,SRR4450125_1,_,LANDRACE,Raziel_a1_SRR4450125_1_LANDRACE,Raziel_a1_SRR4450125_1_LANDRACE,Group 1,,Landrace,Landrace
139,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Camael_1_a1_SRR4450126_1_LANDRACE_sorted.bam,0.01403782,-0.0088625,0.04914873,0.0554772,Camael_1_a1,_,SRR4450126_1,_,LANDRACE,Camael_1_a1_SRR4450126_1_LANDRACE,Camael_1_a1_SRR4450126_1_LANDRACE,Group 1,,Landrace,Landrace
658,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sariel_a1_SRR4450127_1_LANDRACE_sorted.bam,0.00284062,-0.0028016,0.04456608,0.05065488,Sariel_a1,_,SRR4450127_1,_,LANDRACE,Sariel_a1_SRR4450127_1_LANDRACE,Sariel_a1_SRR4450127_1_LANDRACE,Group 1,,Landrace,Landrace
335,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hael_2_a1_SRR4450128_1_LANDRACE_sorted.bam,0.01941876,-0.0102547,0.04738911,0.05409762,Hael_2_a1,_,SRR4450128_1,_,LANDRACE,Hael_2_a1_SRR4450128_1_LANDRACE,Hael_2_a1_SRR4450128_1_LANDRACE,Group 1,,Landrace,Landrace
507,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Namibian_Landrace_a1_SRR4450133_1_LANDRACE_sorted.bam,0.01903816,-0.0100345,0.03605654,0.05025244,Namibian_Landrace_a1,_,SRR4450133_1,_,LANDRACE,Namibian_Landrace_a1_SRR4450133_1_LANDRACE,Namibian_Landrace_a1_SRR4450133_1_LANDRACE,Group 1,,Landrace,Landrace
766,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Thailand_d1_SRR4450135_1_LANDRACE_sorted.bam,0.00546811,-0.0048068,0.04182421,0.04769132,Thailand_d1,_,SRR4450135_1,_,LANDRACE,Thailand_d1_SRR4450135_1_LANDRACE,Thailand_d1_SRR4450135_1_LANDRACE,Group 1,,Landrace,Landrace
512,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Nepali_a1_SRR4450136_1_LANDRACE_sorted.bam,0.0071872,-0.0099368,0.03600537,0.02802472,Nepali_a1,_,SRR4450136_1,_,LANDRACE,Nepali_a1_SRR4450136_1_LANDRACE,Nepali_a1_SRR4450136_1_LANDRACE,Group 1,,Landrace,Landrace
211,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Colombia_b1_SRR4450137_1_LANDRACE_sorted.bam,0.01246231,-0.0231533,0.04799018,0.05609752,Colombia_b1,_,SRR4450137_1,_,LANDRACE,Colombia_b1_SRR4450137_1_LANDRACE,Colombia_b1_SRR4450137_1_LANDRACE,Group 1,,Landrace,Landrace
471,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Malawi_c1_SRR4450139_1_LANDRACE_sorted.bam,0.00495394,-0.0156957,0.04599918,0.03723125,Malawi_c1,_,SRR4450139_1,_,LANDRACE,Malawi_c1_SRR4450139_1_LANDRACE,Malawi_c1_SRR4450139_1_LANDRACE,Group 1,,Landrace,Landrace
511,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Nepal_c1_SRR4450140_1_LANDRACE_sorted.bam,0.00866845,0.00183482,0.03874501,0.04163893,Nepal_c1,_,SRR4450140_1,_,LANDRACE,Nepal_c1_SRR4450140_1_LANDRACE,Nepal_c1_SRR4450140_1_LANDRACE,Group 1,,Landrace,Landrace
829,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/White_Widow_b1_SRR4451121_1_THC_Dominant_sorted.bam,0.01331699,-0.0338064,0.03316981,0.01972861,White_Widow_b1,_,SRR4451121_1,_,Type_I_,White_Widow_b1_SRR4451121_1_Type_I_,White_Widow_b1_SRR4451121_1_Type_I_,Group 1,,Landrace,Landrace
472,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Malawi_d1_SRR4451126_1_LANDRACE_sorted.bam,-0.0090812,-0.0398811,-0.0132858,0.03222915,Malawi_d1,_,SRR4451126_1,_,LANDRACE,Malawi_d1_SRR4451126_1_LANDRACE,Malawi_d1_SRR4451126_1_LANDRACE,Group 4,,Landrace,Landrace
827,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/White_Widow_1.1_a1_SRR4451147_1_THC_Dominant_sorted.bam,0.01364731,-0.0323703,0.0318765,0.01900859,White_Widow_1.1_a1,_,SRR4451147_1,_,Type_I_,White_Widow_1.1_a1_SRR4451147_1_Type_I_,White_Widow_1.1_a1_SRR4451147_1_Type_I_,Group 1,,Landrace,Landrace
243,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dog_shit_b1_SRR4451161_1_THC_Dominant_sorted.bam,0.03496404,-0.0044166,0.02372597,-0.0083825,Dog_shit_b1,_,SRR4451161_1,_,Type_I_,Dog_shit_b1_SRR4451161_1_Type_I_,Dog_shit_b1_SRR4451161_1_Type_I_,Group 2,,Landrace,Landrace
694,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Kush_b1_SRR4451185_1_THC_Dominant_sorted.bam,0.02172459,-0.0104762,0.02453027,0.05299664,Sour_Kush_b1,_,SRR4451185_1,_,Type_I_,Sour_Kush_b1_SRR4451185_1_Type_I_,Sour_Kush_b1_SRR4451185_1_Type_I_,Group 1,,Landrace,Landrace
268,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/El_Nino_a1_SRR4451186_1_THC_Dominant_sorted.bam,0.01714167,-0.0234183,0.02812859,0.04384932,El_Nino_a1,_,SRR4451186_1,_,Type_I_,El_Nino_a1_SRR4451186_1_Type_I_,El_Nino_a1_SRR4451186_1_Type_I_,Group 1,core 6,Landrace,Landrace
