,sample.id,EV1,EV2,EV3,EV4,,,,,Type,Cultivar,,Group,core,Phylos_type,Type_final
358,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Heisenberg_a1_SRR4448394_1_THC_Dominant_sorted.bam,0.03221442,0.03072819,-0.002259,-0.030614,Heisenberg_a1,_,SRR4448394_1,_,Type_I_,Heisenberg_a1_SRR4448394_1_Type_I_,Heisenberg_a1_SRR4448394_1_Type_I_,Group 2,,Skunk,Type I
780,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Trainwreck_B_a1_SRR4448395_1_THC_Dominant_sorted.bam,-0.0072425,-0.054938,-0.0418532,0.01439894,Trainwreck_B_a1,_,SRR4448395_1,_,Type_I_,Trainwreck_B_a1_SRR4448395_1_Type_I_,Trainwreck_B_a1_SRR4448395_1_Type_I_,Group 4,,Skunk,Type I
46,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Agent_Orange_c1_SRR4448397_1_THC_Dominant_sorted.bam,0.01693809,0.00130095,-0.0223368,-0.0298285,Agent_Orange_c1,_,SRR4448397_1,_,Type_I_,Agent_Orange_c1_SRR4448397_1_Type_I_,Agent_Orange_c1_SRR4448397_1_Type_I_,Group 4,,Skunk,Type I
354,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Head_Band_a1_SRR4448398_1_THC_Dominant_sorted.bam,0.03892059,0.02216713,0.01740444,-0.0789725,Head_Band_a1,_,SRR4448398_1,_,Type_I_,Head_Band_a1_SRR4448398_1_Type_I_,Head_Band_a1_SRR4448398_1_Type_I_,Group 2,,Skunk,Type I
265,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/East_Coast_Sour_Diesel_a1_SRR4448401_1_THC_Dominant_sorted.bam,-0.0052429,-0.0496208,-0.0371975,-0.0570354,East_Coast_Sour_Diesel_a1,_,SRR4448401_1,_,Type_I_,East_Coast_Sour_Diesel_a1_SRR4448401_1_Type_I_,East_Coast_Sour_Diesel_a1_SRR4448401_1_Type_I_,Group 4,,OG Kush,Type I
61,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Animal_Cookies_a1_SRR4448402_1_THC_Dominant_sorted.bam,-0.0429422,0.07481585,0.00559837,-0.0017646,Animal_Cookies_a1,_,SRR4448402_1,_,Type_I_,Animal_Cookies_a1_SRR4448402_1_Type_I_,Animal_Cookies_a1_SRR4448402_1_Type_I_,Group 3,,Berry,Type I
526,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/NYCD_a1_SRR4448403_1_THC_Dominant_sorted.bam,-0.0050032,-0.0484707,-0.0368458,-0.056049,NYCD_a1,_,SRR4448403_1,_,Type_I_,NYCD_a1_SRR4448403_1_Type_I_,NYCD_a1_SRR4448403_1_Type_I_,Group 4,,OG Kush,Type I
146,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Cannatonic_d1_SRR4448407_1_CBD_Dominant_sorted.bam,-0.035053,0.08186368,0.00449406,0.03753938,Cannatonic_d1,_,SRR4448407_1,_,Type_III_,Cannatonic_d1_SRR4448407_1_Type_III_,Cannatonic_d1_SRR4448407_1_Type_III_,Group 3,,Berry,Type I
702,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Space_Candy_a1_SRR4448409_1_THC_Dominant_sorted.bam,0.03335736,0.02663127,-0.0039598,-0.0099665,Space_Candy_a1,_,SRR4448409_1,_,Type_I_,Space_Candy_a1_SRR4448409_1_Type_I_,Space_Candy_a1_SRR4448409_1_Type_I_,Group 2,,Skunk,Type I
626,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Purple_Urkle_c1_SRR4448410_1_THC_Dominant_sorted.bam,6.16E-05,0.06343511,-0.0933931,0.00856163,Purple_Urkle_c1,_,SRR4448410_1,_,Type_I_,Purple_Urkle_c1_SRR4448410_1_Type_I_,Purple_Urkle_c1_SRR4448410_1_Type_I_,Group 3,,Berry,Type I
428,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Key_Lime_Pie_a1_SRR4448411_1_THC_Dominant_sorted.bam,-0.0518039,0.01443576,0.02298884,-0.0060176,Key_Lime_Pie_a1,_,SRR4448411_1,_,Type_I_,Key_Lime_Pie_a1_SRR4448411_1_Type_I_,Key_Lime_Pie_a1_SRR4448411_1_Type_I_,Group 5,,OG Kush,Type I
359,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hell_Hound_a1_SRR4448413_1_UNKNOWN_sorted.bam,-0.0494044,-0.0246665,0.00589618,-0.0144965,Hell_Hound_a1,_,SRR4448413_1,_,UNKNOWN,Hell_Hound_a1_SRR4448413_1_UNKNOWN,Hell_Hound_a1_SRR4448413_1_UNKNOWN,Group 5,,OG Kush,Type I
787,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Tuffalo_Durban_a1_SRR4448414_1_THC_Dominant_sorted.bam,0.01161497,-0.031937,-0.0179519,0.00995889,Tuffalo_Durban_a1,_,SRR4448414_1,_,Type_I_,Tuffalo_Durban_a1_SRR4448414_1_Type_I_,Tuffalo_Durban_a1_SRR4448414_1_Type_I_,Group 4,,Skunk,Type I
590,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Platinum_Cookies_b1_SRR4448415_1_THC_Dominant_sorted.bam,-0.0330962,0.05733005,-0.0617181,0.04225326,Platinum_Cookies_b1,_,SRR4448415_1,_,Type_I_,Platinum_Cookies_b1_SRR4448415_1_Type_I_,Platinum_Cookies_b1_SRR4448415_1_Type_I_,Group 3,,Berry,Type I
227,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Critical_Purple_Kush_a1_SRR4448416_1_THC_Dominant_sorted.bam,-0.0609537,0.01499331,-0.0409666,0.00569451,Critical_Purple_Kush_a1,_,SRR4448416_1,_,Type_I_,Critical_Purple_Kush_a1_SRR4448416_1_Type_I_,Critical_Purple_Kush_a1_SRR4448416_1_Type_I_,Group 5,,OG Kush,Type I
655,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sage_a1_SRR4448418_1_THC_Dominant_sorted.bam,0.0109787,-0.0453246,0.00424089,-0.0476083,Sage_a1,_,SRR4448418_1,_,Type_I_,Sage_a1_SRR4448418_1_Type_I_,Sage_a1_SRR4448418_1_Type_I_,Group 4,,Skunk,Type I
114,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_Dream_c1_SRR4448419_1_THC_Dominant_sorted.bam,0.03479072,0.03209217,-0.0027485,-0.0303264,Blue_Dream_c1,_,SRR4448419_1,_,Type_I_,Blue_Dream_c1_SRR4448419_1_Type_I_,Blue_Dream_c1_SRR4448419_1_Type_I_,Group 2,,Skunk,Type I
436,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kyle_Kushmans_Strawberry_Cough_a1_SRR4448420_1_THC_Dominant_sorted.bam,0.04212669,0.01227908,0.01966854,-0.0823229,Kyle_Kushmans_Strawberry_Cough_a1,_,SRR4448420_1,_,Type_I_,Kyle_Kushmans_Strawberry_Cough_a1_SRR4448420_1_Type_I_,Kyle_Kushmans_Strawberry_Cough_a1_SRR4448420_1_Type_I_,Group 2,,Skunk,Type I
441,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Lambs_Bread_a1_SRR4448421_1_THC_Dominant_sorted.bam,0.03472397,-0.0303026,-0.0254506,-0.0427127,Lambs_Bread_a1,_,SRR4448421_1,_,Type_I_,Lambs_Bread_a1_SRR4448421_1_Type_I_,Lambs_Bread_a1_SRR4448421_1_Type_I_,Group 4,,Skunk,Type I
31,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/ADAK_a1_SRR4448424_1_THC_Dominant_sorted.bam,-0.0364417,-0.0238336,0.00851803,-0.0028776,ADAK_a1,_,SRR4448424_1,_,Type_I_,ADAK_a1_SRR4448424_1_Type_I_,ADAK_a1_SRR4448424_1_Type_I_,Group 5,,OG Kush,Type I
540,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/OGK_x_Tangerine_a1_SRR4448425_1_THC_Dominant_sorted.bam,-0.0389454,-0.0344981,-0.0078029,0.00666532,OGK_x_Tangerine_a1,_,SRR4448425_1,_,Type_I_,OGK_x_Tangerine_a1_SRR4448425_1_Type_I_,OGK_x_Tangerine_a1_SRR4448425_1_Type_I_,Group 4,,OG Kush,Type I
487,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Medibud_a1_SRR4448428_1_THC_Dominant_sorted.bam,0.03260913,-0.0002758,0.01127969,-0.0364034,Medibud_a1,_,SRR4448428_1,_,Type_I_,Medibud_a1_SRR4448428_1_Type_I_,Medibud_a1_SRR4448428_1_Type_I_,Group 2,,Skunk,Type I
57,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Alien_Daug_a1_SRR4448429_1_THC_Dominant_sorted.bam,-0.0509627,-0.0092918,0.02571731,-0.0296618,Alien_Daug_a1,_,SRR4448429_1,_,Type_I_,Alien_Daug_a1_SRR4448429_1_Type_I_,Alien_Daug_a1_SRR4448429_1_Type_I_,Group 5,,OG Kush,Type I
464,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Louie_13_a1_SRR4448431_1_THC_Dominant_sorted.bam,-0.0458302,-0.0518705,-0.0474694,0.00279064,Louie_13_a1,_,SRR4448431_1,_,Type_I_,Louie_13_a1_SRR4448431_1_Type_I_,Louie_13_a1_SRR4448431_1_Type_I_,Group 4,,OG Kush,Type I
682,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Diesel_e1_SRR4448432_1_THC_Dominant_sorted.bam,-0.0157466,-0.064323,-0.0243229,-0.010632,Sour_Diesel_e1,_,SRR4448432_1,_,Type_I_,Sour_Diesel_e1_SRR4448432_1_Type_I_,Sour_Diesel_e1_SRR4448432_1_Type_I_,Group 4,,OG Kush,Type I
355,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Headband_b1_SRR4448433_1_THC_Dominant_sorted.bam,-0.0433496,0.03579666,-0.0437224,0.01100631,Headband_b1,_,SRR4448433_1,_,Type_I_,Headband_b1_SRR4448433_1_Type_I_,Headband_b1_SRR4448433_1_Type_I_,Group 5,,OG Kush,Type I
73,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Beaver_Dog_a1_SRR4448434_1_THC_CBD_Ratio_sorted.bam,0.0080287,-0.0270111,0.00070679,-0.0060483,Beaver_Dog_a1,_,SRR4448434_1,_,Type_II,Beaver_Dog_a1_SRR4448434_1_Type_II,Beaver_Dog_a1_SRR4448434_1_Type_II,Group 4,,OG Kush,Type II
115,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_Dream_d1_SRR4448435_1_THC_Dominant_sorted.bam,0.0307992,0.02827116,0.00086177,-0.0256685,Blue_Dream_d1,_,SRR4448435_1,_,Type_I_,Blue_Dream_d1_SRR4448435_1_Type_I_,Blue_Dream_d1_SRR4448435_1_Type_I_,Group 2,,Skunk,Type I
251,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dream_Queen_c1_SRR4448436_1_THC_Dominant_sorted.bam,0.01972161,-0.0477364,-0.028459,0.02505458,Dream_Queen_c1,_,SRR4448436_1,_,Type_I_,Dream_Queen_c1_SRR4448436_1_Type_I_,Dream_Queen_c1_SRR4448436_1_Type_I_,Group 4,,Skunk,Type I
116,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_Dream_e1_SRR4448437_1_THC_Dominant_sorted.bam,0.02776422,0.02922358,-0.0010289,-0.0224588,Blue_Dream_e1,_,SRR4448437_1,_,Type_I_,Blue_Dream_e1_SRR4448437_1_Type_I_,Blue_Dream_e1_SRR4448437_1_Type_I_,Group 2,,Skunk,Type I
623,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Purple_Sour_Diesel_a1_SRR4448438_1_THC_Dominant_sorted.bam,-0.0077853,0.02831035,-0.0790937,0.06134915,Purple_Sour_Diesel_a1,_,SRR4448438_1,_,Type_I_,Purple_Sour_Diesel_a1_SRR4448438_1_Type_I_,Purple_Sour_Diesel_a1_SRR4448438_1_Type_I_,Group 3,,Berry,Type I
261,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dutch_Treat_a1_SRR4448441_1_THC_Dominant_sorted.bam,0.00539479,-0.0357448,-0.0060637,0.01526688,Dutch_Treat_a1,_,SRR4448441_1,_,Type_I_,Dutch_Treat_a1_SRR4448441_1_Type_I_,Dutch_Treat_a1_SRR4448441_1_Type_I_,Group 4,,Skunk,Type I
11,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/619_OG_a1_SRR4448442_1_THC_Dominant_sorted.bam,-0.0495827,0.09336647,-0.0156541,0.01424429,619_OG_a1,_,SRR4448442_1,_,Type_I_,619_OG_a1_SRR4448442_1_Type_I_,619_OG_a1_SRR4448442_1_Type_I_,Group 3,,Berry,Type I
541,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/OG_Skunk_a1_SRR4448443_1_THC_Dominant_sorted.bam,0.02285295,0.02403075,0.0229994,-0.0559638,OG_Skunk_a1,_,SRR4448443_1,_,Type_I_,OG_Skunk_a1_SRR4448443_1_Type_I_,OG_Skunk_a1_SRR4448443_1_Type_I_,Group 2,,Skunk,Type I
393,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Jack_OneJ1_a1_SRR4448445_1_THC_Dominant_sorted.bam,0.02447693,-0.0389258,-0.0352151,0.01299868,Jack_OneJ1_a1,_,SRR4448445_1,_,Type_I_,Jack_OneJ1_a1_SRR4448445_1_Type_I_,Jack_OneJ1_a1_SRR4448445_1_Type_I_,Group 4,,Skunk,Type I
619,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Purple_Kush_b1_SRR4448446_1_THC_Dominant_sorted.bam,-0.0009448,0.05970309,-0.0983857,0.00509592,Purple_Kush_b1,_,SRR4448446_1,_,Type_I_,Purple_Kush_b1_SRR4448446_1_Type_I_,Purple_Kush_b1_SRR4448446_1_Type_I_,Group 3,,Berry,Type I
181,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Chernobyl_b1_SRR4448447_1_THC_Dominant_sorted.bam,0.02068793,0.01625166,0.03412498,-0.032028,Chernobyl_b1,_,SRR4448447_1,_,Type_I_,Chernobyl_b1_SRR4448447_1_Type_I_,Chernobyl_b1_SRR4448447_1_Type_I_,Group 2,,Skunk,Type I
54,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Alaskan_Thunder_Fuck_a1_SRR4448450_1_THC_Dominant_sorted.bam,-0.0107983,0.04198131,-0.0793241,0.0024563,Alaskan_Thunder_Fuck_a1,_,SRR4448450_1,_,Type_I_,Alaskan_Thunder_Fuck_a1_SRR4448450_1_Type_I_,Alaskan_Thunder_Fuck_a1_SRR4448450_1_Type_I_,Group 3,,Berry,Type I
7,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/4_Corners_x_Harliquinn_a1_SRR4448451_1_THC_CBD_Ratio_sorted.bam,0.02111599,-0.0105711,0.01275187,-0.0236356,4_Corners_x_Harliquinn_a1,_,SRR4448451_1,_,Type_II,4_Corners_x_Harliquinn_a1_SRR4448451_1_Type_II,4_Corners_x_Harliquinn_a1_SRR4448451_1_Type_II,Group 2,,Skunk,Type II
480,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Marionberry_2_a1_SRR4448452_1_THC_Dominant_sorted.bam,0.01922028,0.03785397,0.00925004,-0.0344649,Marionberry_2_a1,_,SRR4448452_1,_,Type_I_,Marionberry_2_a1_SRR4448452_1_Type_I_,Marionberry_2_a1_SRR4448452_1_Type_I_,Group 2,,Skunk,Type I
5,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/3rd_Dimension_a1_SRR4448453_1_THC_Dominant_sorted.bam,0.04643383,0.0046876,0.0020573,-0.0889928,3rd_Dimension_a1,_,SRR4448453_1,_,Type_I_,3rd_Dimension_a1_SRR4448453_1_Type_I_,3rd_Dimension_a1_SRR4448453_1_Type_I_,Group 2,,Skunk,Type I
4,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/3_Pheno_b1_SRR4448454_1_UNKNOWN_sorted.bam,0.02917907,0.00459715,0.02047567,-0.0604323,3_Pheno_b1,_,SRR4448454_1,_,UNKNOWN,3_Pheno_b1_SRR4448454_1_UNKNOWN,3_Pheno_b1_SRR4448454_1_UNKNOWN,Group 2,,Skunk,Type I
175,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Chem_Dawg_4_a1_SRR4448456_1_THC_Dominant_sorted.bam,-0.0445902,-0.0731767,-0.0499933,-0.0173829,Chem_Dawg_4_a1,_,SRR4448456_1,_,Type_I_,Chem_Dawg_4_a1_SRR4448456_1_Type_I_,Chem_Dawg_4_a1_SRR4448456_1_Type_I_,Group 4,,OG Kush,Type I
142,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Candy_Jack_a1_SRR4448457_1_THC_Dominant_sorted.bam,0.02753827,-0.040884,-0.0408112,0.01603279,Candy_Jack_a1,_,SRR4448457_1,_,Type_I_,Candy_Jack_a1_SRR4448457_1_Type_I_,Candy_Jack_a1_SRR4448457_1_Type_I_,Group 4,,Skunk,Type I
824,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/White_Ribbon_a1_SRR4448458_1_THC_Dominant_sorted.bam,-0.0128562,-0.0361014,-0.022113,-0.0576634,White_Ribbon_a1,_,SRR4448458_1,_,Type_I_,White_Ribbon_a1_SRR4448458_1_Type_I_,White_Ribbon_a1_SRR4448458_1_Type_I_,Group 4,,Skunk,Type I
547,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Orange_Crush_a1_SRR4448460_1_THC_Dominant_sorted.bam,0.01856003,-0.0193593,0.01448182,-0.0096871,Orange_Crush_a1,_,SRR4448460_1,_,Type_I_,Orange_Crush_a1_SRR4448460_1_Type_I_,Orange_Crush_a1_SRR4448460_1_Type_I_,Group 2,,Skunk,Type I
117,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Blue_Dream_f1_SRR4448461_1_THC_Dominant_sorted.bam,0.03075984,0.02932208,-0.0013973,-0.0307712,Blue_Dream_f1,_,SRR4448461_1,_,Type_I_,Blue_Dream_f1_SRR4448461_1_Type_I_,Blue_Dream_f1_SRR4448461_1_Type_I_,Group 2,,Skunk,Type I
200,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Cindarella_99_a1_SRR4448462_1_THC_Dominant_sorted.bam,0.05258023,0.02360735,-0.0102362,-0.0770851,Cindarella_99_a1,_,SRR4448462_1,_,Type_I_,Cindarella_99_a1_SRR4448462_1_Type_I_,Cindarella_99_a1_SRR4448462_1_Type_I_,Group 2,,Skunk,Type I
380,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Ingrid_a1_SRR4448465_1_THC_Dominant_sorted.bam,0.00597793,-0.0487406,-0.0134182,0.01011354,Ingrid_a1,_,SRR4448465_1,_,Type_I_,Ingrid_a1_SRR4448465_1_Type_I_,Ingrid_a1_SRR4448465_1_Type_I_,Group 4,,Skunk,Type I
458,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Lemon_Skunk_a1_SRR4448466_1_THC_Dominant_sorted.bam,0.01412235,-0.0611537,-0.0455752,-0.0241999,Lemon_Skunk_a1,_,SRR4448466_1,_,Type_I_,Lemon_Skunk_a1_SRR4448466_1_Type_I_,Lemon_Skunk_a1_SRR4448466_1_Type_I_,Group 4,,Skunk,Type I
700,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/South_Sound_Tonic_a1_SRR4448468_1_UNKNOWN_sorted.bam,0.00532793,-0.0087108,0.02229793,-0.0248825,South_Sound_Tonic_a1,_,SRR4448468_1,_,UNKNOWN,South_Sound_Tonic_a1_SRR4448468_1_UNKNOWN,South_Sound_Tonic_a1_SRR4448468_1_UNKNOWN,Group 2,,Skunk,Type I
329,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Green_Crack_a1_SRR4448470_1_THC_Dominant_sorted.bam,0.02243977,-0.0455615,-0.0319404,0.02667434,Green_Crack_a1,_,SRR4448470_1,_,Type_I_,Green_Crack_a1_SRR4448470_1_Type_I_,Green_Crack_a1_SRR4448470_1_Type_I_,Group 4,,Skunk,Type I
245,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Dog_Walker_a1_SRR4448473_1_THC_Dominant_sorted.bam,-0.0561404,-0.0334685,-0.0025762,-0.0355771,Dog_Walker_a1,_,SRR4448473_1,_,Type_I_,Dog_Walker_a1_SRR4448473_1_Type_I_,Dog_Walker_a1_SRR4448473_1_Type_I_,Group 5,,OG Kush,Type I
257,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Durban_Poison_d1_SRR4448475_1_THC_Dominant_sorted.bam,0.02094692,-0.0479864,-0.0331106,0.02195688,Durban_Poison_d1,_,SRR4448475_1,_,Type_I_,Durban_Poison_d1_SRR4448475_1_Type_I_,Durban_Poison_d1_SRR4448475_1_Type_I_,Group 4,,Skunk,Type I
27,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Ace_of_Spades_b1_SRR4448477_1_THC_Dominant_sorted.bam,0.04468053,0.03322632,-0.0106792,-0.0407786,Ace_of_Spades_b1,_,SRR4448477_1,_,Type_I_,Ace_of_Spades_b1_SRR4448477_1_Type_I_,Ace_of_Spades_b1_SRR4448477_1_Type_I_,Group 2,,Skunk,Type I
365,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Hitman_OG_a1_SRR4448478_1_THC_Dominant_sorted.bam,-0.1054376,-0.0240716,0.03889965,-0.0253282,Hitman_OG_a1,_,SRR4448478_1,_,Type_I_,Hitman_OG_a1_SRR4448478_1_Type_I_,Hitman_OG_a1_SRR4448478_1_Type_I_,Group 5,,OG Kush,Type I
683,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Sour_Diesel_f1_SRR4448479_1_THC_Dominant_sorted.bam,-0.0042836,-0.0503253,-0.0380126,-0.0590605,Sour_Diesel_f1,_,SRR4448479_1,_,Type_I_,Sour_Diesel_f1_SRR4448479_1_Type_I_,Sour_Diesel_f1_SRR4448479_1_Type_I_,Group 4,,OG Kush,Type I
481,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Marionberry_Kush_a1_SRR4448480_1_THC_Dominant_sorted.bam,-0.0151427,0.02363639,-0.0135268,0.03586565,Marionberry_Kush_a1,_,SRR4448480_1,_,Type_I_,Marionberry_Kush_a1_SRR4448480_1_Type_I_,Marionberry_Kush_a1_SRR4448480_1_Type_I_,Group 3,,Skunk,Type I
14,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Acapulco_Gold_a1_SRR4448481_1_THC_Dominant_sorted.bam,0.05113868,0.02073644,0.00624771,-0.0976369,Acapulco_Gold_a1,_,SRR4448481_1,_,Type_I_,Acapulco_Gold_a1_SRR4448481_1_Type_I_,Acapulco_Gold_a1_SRR4448481_1_Type_I_,Group 2,,Skunk,Type I
817,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/White_CC9_a1_SRR4448485_1_THC_Dominant_sorted.bam,-0.0440129,-0.0098743,0.01167539,-0.0025289,White_CC9_a1,_,SRR4448485_1,_,Type_I_,White_CC9_a1_SRR4448485_1_Type_I_,White_CC9_a1_SRR4448485_1_Type_I_,Group 5,,OG Kush,Type I
412,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Kashmir_Kush_a1_SRR4448487_1_THC_Dominant_sorted.bam,-0.0810071,0.02463906,-0.0044642,0.02351957,Kashmir_Kush_a1,_,SRR4448487_1,_,Type_I_,Kashmir_Kush_a1_SRR4448487_1_Type_I_,Kashmir_Kush_a1_SRR4448487_1_Type_I_,Group 5,,OG Kush,Type I
389,/home/ahmccorm/kantar_lts/anna/bwa_alignments/Phylos_2022/Nuclear_cs10/sam_to_bam/sorted_bam/Jack_Herer_b1_SRR4448488_1_THC_Dominant_sorted.bam,0.0238143,-0.0396545,-0.0370064,0.01436828,Jack_Herer_b1,_,SRR4448488_1,_,Type_I_,Jack_Herer_b1_SRR4448488_1_Type_I_,Jack_Herer_b1_SRR4448488_1_Type_I_,Group 4,,Skunk,Type I
