,sample.id,EV1,EV2,EV3,EV4,SRR Number,Cultivar,Type ,Phlyostype,Cultivar_full,,
85,sorted_bam/SRR8346467_sorted.bam,-0.002510689,-0.016079381,0.03078311,0.004068744,SRR8346467,Coyote_Blue_PGT_115273,Hemp,Hemp,Coyote_Blue_PGT_115273_Type I_Hemp_SRR8346467,,_
1240,sorted_bam/SRR8349297_sorted.bam,0.005373757,-0.009021781,-0.02381227,0.011531878,SRR8349297,Dads_Durban_Massive_Seeds_Busta_Rhymes_PGT_198171,Hemp,Hemp,Dads_Durban_Massive_Seeds_Busta_Rhymes_PGT_198171_Type III_Hemp_SRR8349297,,_
636,sorted_bam/SRR8347018_sorted.bam,0.005095747,-0.034795834,0.016870202,0.004465239,SRR8347018,Devi_PGT_115268,Hemp,Hemp,Devi_PGT_115268_Type III_Hemp_SRR8347018,,_
151,sorted_bam/SRR8346533_sorted.bam,0.010659506,0.005050002,0.014070152,0.006893831,SRR8346533,Durban_x_Trainwreck_PGT_132698,Hemp,Hemp,Durban_x_Trainwreck_PGT_132698_Type III_Hemp_SRR8346533,,_
757,sorted_bam/SRR8347139_sorted.bam,-0.001673629,0.007004082,-0.007178676,-0.034408395,SRR8347139,Ecuador_PGT_14058,Hemp,Hemp,Ecuador_PGT_14058_Type III_Hemp_SRR8347139,,_
392,sorted_bam/SRR8346774_sorted.bam,0.003490563,0.019379742,0.012806103,0.021406531,SRR8346774,Electric_Lady_PGT_102364,Hemp,Hemp,Electric_Lady_PGT_102364_Type III_Hemp_SRR8346774,,_
198,sorted_bam/SRR8346580_sorted.bam,0.040512893,-0.053772766,0.002042531,-0.00402039,SRR8346580,Emerald_Cup_OG_PGT_108318,Hemp,Hemp,Emerald_Cup_OG_PGT_108318_Type III_Hemp_SRR8346580,,_
1015,sorted_bam/SRR8349072_sorted.bam,0.005265059,-0.010436536,-0.02484133,0.024293495,SRR8349072,Ethos_Black_Fire_F_2_Male_PGT_53964,Hemp,Hemp,Ethos_Black_Fire_F_2_Male_PGT_53964_Type III_Hemp_SRR8349072,,_
919,sorted_bam/SRR8347301_sorted.bam,-0.006248532,-0.012941865,-0.013781334,0.045210514,SRR8347301,Ezekiel_2_PGT_108301,Hemp,Hemp,Ezekiel_2_PGT_108301_Type III_Hemp_SRR8347301,,_
831,sorted_bam/SRR8347213_sorted.bam,-0.027848187,-0.019337045,0.001275541,0.008044073,SRR8347213,FarNorCal_Farms_Purple_Kush_PGT_105053,Hemp,Hemp,FarNorCal_Farms_Purple_Kush_PGT_105053_Type III_Hemp_SRR8347213,,_
1193,sorted_bam/SRR8349250_sorted.bam,-0.02571515,-0.002548119,-0.011256653,0.018628535,SRR8349250,FKs_Afgoo_PGT_54063,Hemp,Hemp,FKs_Afgoo_PGT_54063_Type III_Hemp_SRR8349250,,_
1197,sorted_bam/SRR8349254_sorted.bam,-0.029778887,-0.024861464,-0.010508336,-0.006904114,SRR8349254,FKs_Lemon_Aide_PGT_54067,Hemp,Hemp,FKs_Lemon_Aide_PGT_54067_Type III_Hemp_SRR8349254,,_
1190,sorted_bam/SRR8349247_sorted.bam,-0.004591495,-0.000170788,0.024377891,0.01630993,SRR8349247,FKs_Lemon_Sour_Diesel_PGT_54064,Hemp,Hemp,FKs_Lemon_Sour_Diesel_PGT_54064_Type III_Hemp_SRR8349247,,_
1191,sorted_bam/SRR8349248_sorted.bam,0.016399005,-0.033864432,0.010289331,-0.024946659,SRR8349248,FKs_Lost_in_Space_1_PGT_54065,Hemp,Hemp,FKs_Lost_in_Space_1_PGT_54065_Type III_Hemp_SRR8349248,,_
1192,sorted_bam/SRR8349249_sorted.bam,0.010898278,-0.04868245,-0.014508004,-0.020058474,SRR8349249,FKs_Oregon_Kush_PGT_54062,Hemp,Hemp,FKs_Oregon_Kush_PGT_54062_Type III_Hemp_SRR8349249,,_
173,sorted_bam/SRR8346555_sorted.bam,-0.010572888,-0.017765486,-0.016749105,-3.17E-05,SRR8346555,FKs_SJ_PGT_132721,Hemp,Hemp,FKs_SJ_PGT_132721_Type III_Hemp_SRR8346555,,_
1196,sorted_bam/SRR8349253_sorted.bam,0.00979116,0.005538158,-0.014350028,0.012355933,SRR8349253,FKs_Sunrise_PGT_54066,Hemp,Hemp,FKs_Sunrise_PGT_54066_Type III_Hemp_SRR8349253,,_
316,sorted_bam/SRR8346698_sorted.bam,-0.010182052,-0.041636459,-0.001438184,0.015733282,SRR8346698,Flo_PGT_112217,Hemp,Hemp,Flo_PGT_112217_Type III_Hemp_SRR8346698,,_
388,sorted_bam/SRR8346770_sorted.bam,0.00146715,-0.019216418,-0.002024533,0.012025896,SRR8346770,Flo_PGT_132749,Hemp,Hemp,Flo_PGT_132749_Type III_Hemp_SRR8346770,,_
394,sorted_bam/SRR8346776_sorted.bam,-0.005987563,-0.01915355,0.007782858,0.017314969,SRR8346776,Fruitloopz_PGT_104966,Hemp,Hemp,Fruitloopz_PGT_104966_Type III_Hemp_SRR8346776,,_
259,sorted_bam/SRR8346641_sorted.bam,0.004305102,0.009090728,0.014549093,0.025019179,SRR8346641,G_13_PGT_147545,Hemp,Hemp,G_13_PGT_147545_Type III_Hemp_SRR8346641,,_
809,sorted_bam/SRR8347191_sorted.bam,0.042755313,-0.066292796,0.018632902,0.009071506,SRR8347191,G_Cut_PGT_112186,Hemp,Hemp,G_Cut_PGT_112186_Type III_Hemp_SRR8347191,,_
602,sorted_bam/SRR8346984_sorted.bam,-0.00788226,-0.035519699,-0.016102226,-0.011599091,SRR8346984,G617_PGT_126705,Hemp,Hemp,G617_PGT_126705_Type III_Hemp_SRR8346984,,_
669,sorted_bam/SRR8347051_sorted.bam,0.005075865,-0.012011775,-0.007423363,0.0041114,SRR8347051,Gelato_PGT_126686,Hemp,Hemp,Gelato_PGT_126686_Type III_Hemp_SRR8347051,,_
1162,sorted_bam/SRR8349219_sorted.bam,-0.009065612,-0.015840838,-0.016474365,-0.002536517,SRR8349219,GG_12_PGT_198211,Hemp,Hemp,GG_12_PGT_198211_Type III_Hemp_SRR8349219,,_
351,sorted_bam/SRR8346733_sorted.bam,-0.015049923,-0.031064351,0.021249888,-0.006312694,SRR8346733,GG_4_PGT_119499,Hemp,Hemp,GG_4_PGT_119499_Type III_Hemp_SRR8346733,,_
989,sorted_bam/SRR8349046_sorted.bam,0.001127424,-0.054390343,0.009475975,-0.059935572,SRR8349046,GG4_S1_PGT_88204,Hemp,Hemp,GG4_S1_PGT_88204_Type III_Hemp_SRR8349046,,_
752,sorted_bam/SRR8347134_sorted.bam,-0.006772737,-0.000247499,0.030393498,-7.16E-05,SRR8347134,Girl_Scout_Cookies_PGT_126693,Hemp,Hemp,Girl_Scout_Cookies_PGT_126693_Type III_Hemp_SRR8347134,,_
295,sorted_bam/SRR8346677_sorted.bam,0.009222,-0.010370855,-0.017063272,0.005783421,SRR8346677,Gold_Rush_8_PGT_179999,Hemp,Hemp,Gold_Rush_8_PGT_179999_Type III_Hemp_SRR8346677,,_
87,sorted_bam/SRR8346469_sorted.bam,-0.007578471,-0.034636157,0.007746821,0.003595158,SRR8346469,Golden_Voice_PGT_108278,Hemp,Hemp,Golden_Voice_PGT_108278_Type III_Hemp_SRR8346469,,_
682,sorted_bam/SRR8347064_sorted.bam,0.004081534,0.002388451,0.009121198,0.012158534,SRR8347064,GR13_PGT_115310,Hemp,Hemp,GR13_PGT_115310_Type III_Hemp_SRR8347064,,_
666,sorted_bam/SRR8347048_sorted.bam,-0.023777788,-0.026980758,-0.008562495,-0.029667841,SRR8347048,Grape_Ape_PGT_180609,Hemp,Hemp,Grape_Ape_PGT_180609_Type III_Hemp_SRR8347048,,_
659,sorted_bam/SRR8347041_sorted.bam,0.024217101,-0.037483595,0.005682504,0.025930892,SRR8347041,Grape_Drank_PGT_102326,Hemp,Hemp,Grape_Drank_PGT_102326_Type III_Hemp_SRR8347041,,_
1270,sorted_bam/SRR8349327_sorted.bam,0.033971926,-0.031350103,-0.024352955,-0.031331143,SRR8349327,GS1_PGT_33862,Hemp,Hemp,GS1_PGT_33862_Type III_Hemp_SRR8349327,,_
656,sorted_bam/SRR8347038_sorted.bam,-0.008209422,-0.019561042,-0.001033246,0.005267209,SRR8347038,Guava_Jelly_PGT_102330,Hemp,Hemp,Guava_Jelly_PGT_102330_Type III_Hemp_SRR8347038,,_
299,sorted_bam/SRR8346681_sorted.bam,0.005759915,-0.023123791,0.000913057,0.013138115,SRR8346681,Gulzar_Afghanica_1_PGT_15224,Hemp,Hemp,Gulzar_Afghanica_1_PGT_15224_Type III_Hemp_SRR8346681,,_
652,sorted_bam/SRR8347034_sorted.bam,0.002752993,-0.013740028,-0.002659105,0.003956932,SRR8347034,Gulzar_Afghanica_2_PGT_15227,Hemp,Hemp,Gulzar_Afghanica_2_PGT_15227_Type III_Hemp_SRR8347034,,_
644,sorted_bam/SRR8347026_sorted.bam,0.002545254,-0.024522587,0.009580083,0.006184634,SRR8347026,Gulzar_Afghanica_3_PGT_15223,Hemp,Hemp,Gulzar_Afghanica_3_PGT_15223_Type III_Hemp_SRR8347026,,_
653,sorted_bam/SRR8347035_sorted.bam,-0.00237996,-0.031726293,0.02357475,0.000457136,SRR8347035,Gummy_Bear_PGT_15231,Hemp,Hemp,Gummy_Bear_PGT_15231_Type III_Hemp_SRR8347035,,_
212,sorted_bam/SRR8346594_sorted.bam,-0.03562664,-0.023524668,-0.021927126,-0.017973512,SRR8346594,Harle_Tsu_PGT_115335,Hemp,Hemp,Harle_Tsu_PGT_115335_Type III_Hemp_SRR8346594,,_
149,sorted_bam/SRR8346531_sorted.bam,-0.024669618,-0.010557275,-0.021038815,-0.007835585,SRR8346531,Hash_Plant_PGT_132696,Hemp,Hemp,Hash_Plant_PGT_132696_Type III_Hemp_SRR8346531,,_
1004,sorted_bam/SRR8349061_sorted.bam,0.030578956,-0.044251897,-0.005762695,-0.011510361,SRR8349061,Heavy_Ooey_Gooey_PGT_33841,Hemp,Hemp,Heavy_Ooey_Gooey_PGT_33841_Type III_Hemp_SRR8349061,,_
186,sorted_bam/SRR8346568_sorted.bam,0.027686981,-0.048551061,0.003609933,-0.043703801,SRR8346568,Herijuana_Cross_PGT_14081,Hemp,Hemp,Herijuana_Cross_PGT_14081_Type III_Hemp_SRR8346568,,_
975,sorted_bam/SRR8349032_sorted.bam,-0.00380674,-0.037670924,-0.000436263,0.029550331,SRR8349032,Hindu_Sun_PGT_53892,Hemp,Hemp,Hindu_Sun_PGT_53892_Type III_Hemp_SRR8349032,,_
615,sorted_bam/SRR8346997_sorted.bam,-0.022529049,-0.038580732,-0.006841628,-0.006040318,SRR8346997,Hippie_Crippler_PGT_108304,Hemp,Hemp,Hippie_Crippler_PGT_108304_Type III_Hemp_SRR8346997,,_
1093,sorted_bam/SRR8349150_sorted.bam,-0.023249227,-0.036199961,-0.004638284,-0.007982771,SRR8349150,Hippie_Crippler_PGT_201920,Hemp,Hemp,Hippie_Crippler_PGT_201920_Type III_Hemp_SRR8349150,,_
906,sorted_bam/SRR8347288_sorted.bam,-0.028193652,-0.015160018,-0.002646373,-0.040042175,SRR8347288,Ice_PGT_132781,Hemp,Hemp,Ice_PGT_132781_Type III_Hemp_SRR8347288,,_
105,sorted_bam/SRR8346487_sorted.bam,-0.027168164,-0.000630711,-0.010569502,0.016536172,SRR8346487,Jack_Herer_PGT_115296,Hemp,Hemp,Jack_Herer_PGT_115296_Type III_Hemp_SRR8346487,,_
566,sorted_bam/SRR8346948_sorted.bam,0.001383605,-0.00181152,0.012872145,-0.021287241,SRR8346948,Jack_Herer_PGT_180614,Hemp,Hemp,Jack_Herer_PGT_180614_Type III_Hemp_SRR8346948,,_
676,sorted_bam/SRR8347058_sorted.bam,2.04E-50,-6.05E-50,-1.71E-51,-8.10E-49,SRR8347058,Jack_Herer_1_PGT_179977,Hemp,Hemp,Jack_Herer_1_PGT_179977_Type III_Hemp_SRR8347058,,_
375,sorted_bam/SRR8346757_sorted.bam,-0.011582023,0.000827681,-0.014614628,0.004753804,SRR8346757,Jacksons_Jambo_PGT_147548,Hemp,Hemp,Jacksons_Jambo_PGT_147548_Type III_Hemp_SRR8346757,,_
270,sorted_bam/SRR8346652_sorted.bam,0.007543215,-0.011133137,0.006442628,0.033793959,SRR8346652,Jagerschnitzel_F1_PGT_132716,Hemp,Hemp,Jagerschnitzel_F1_PGT_132716_Type III_Hemp_SRR8346652,,_
812,sorted_bam/SRR8347194_sorted.bam,-0.026881468,-0.026160562,0.002411823,-0.001976212,SRR8347194,Juicy_Fruit_PGT_132709,Hemp,Hemp,Juicy_Fruit_PGT_132709_Type III_Hemp_SRR8347194,,_
435,sorted_bam/SRR8346817_sorted.bam,0.00558573,0.014166568,0.026328909,-0.006021827,SRR8346817,Kauai_Electric_PGT_180612,Hemp,Hemp,Kauai_Electric_PGT_180612_Type III_Hemp_SRR8346817,,_
1370,sorted_bam/SRR8349427_sorted.bam,0.016777165,0.03586872,0.061610422,-0.028942393,SRR8349427,Kiwanda_Kush_PGT_20116,Hemp,Hemp,Kiwanda_Kush_PGT_20116_Type III_Hemp_SRR8349427,,_
88,sorted_bam/SRR8346470_sorted.bam,-0.014075534,-0.017706316,0.006044193,0.018089327,SRR8346470,Kokee_Kush_PGT_108279,Hemp,Hemp,Kokee_Kush_PGT_108279_Type III_Hemp_SRR8346470,,_
826,sorted_bam/SRR8347208_sorted.bam,-0.00457555,-0.002280079,0.024838231,0.016125514,SRR8347208,L.S.D_PGT_132728,Hemp,Hemp,L.S.D_PGT_132728_Type III_Hemp_SRR8347208,,_
865,sorted_bam/SRR8347247_sorted.bam,-0.003877289,-0.002213609,0.024372026,0.016525808,SRR8347247,Lambs_Bread_Sour_Diesel_PGT_132759,Hemp,Hemp,Lambs_Bread_Sour_Diesel_PGT_132759_Type III_Hemp_SRR8347247,,_
1126,sorted_bam/SRR8349183_sorted.bam,-0.004972337,-0.000565101,0.024966878,0.016599506,SRR8349183,Lemon_Diesel_PGT_88174,Hemp,Hemp,Lemon_Diesel_PGT_88174_Type III_Hemp_SRR8349183,,_
405,sorted_bam/SRR8346787_sorted.bam,-0.001343013,-0.003212855,0.024612867,0.018792347,SRR8346787,Lemon_Sour_Diesel_PGT_115280,Hemp,Hemp,Lemon_Sour_Diesel_PGT_115280_Type III_Hemp_SRR8346787,,_
355,sorted_bam/SRR8346737_sorted.bam,0.015067289,-0.023144553,-0.011466085,0.014000326,SRR8346737,Lemon_Tiger_LT_PGT_119503,Hemp,Hemp,Lemon_Tiger_LT_PGT_119503_Type III_Hemp_SRR8346737,,_
959,sorted_bam/SRR8349016_sorted.bam,-0.004504134,-0.000730289,0.026391468,0.017321186,SRR8349016,LSD_PGT_193174,Hemp,Hemp,LSD_PGT_193174_Type III_Hemp_SRR8349016,,_
896,sorted_bam/SRR8347278_sorted.bam,0.01804233,-0.051638969,0.055407667,-0.01024311,SRR8347278,Lucid_Dream_PGT_15885,Hemp,Hemp,Lucid_Dream_PGT_15885_Type III_Hemp_SRR8347278,,_
1262,sorted_bam/SRR8349319_sorted.bam,-0.02405558,-0.025877823,-0.002261067,0.028964299,SRR8349319,M_80_PGT_33854,Hemp,Hemp,M_80_PGT_33854_Type III_Hemp_SRR8349319,,_
207,sorted_bam/SRR8346589_sorted.bam,-0.010427719,-0.029251367,0.014585764,-0.003642166,SRR8346589,Macchiato_PGT_108325,Hemp,Hemp,Macchiato_PGT_108325_Type III_Hemp_SRR8346589,,_
1352,sorted_bam/SRR8349409_sorted.bam,-0.016695276,-0.015332098,0.059638692,-0.020713717,SRR8349409,Mad_Scientist_PGT_54029,Hemp,Hemp,Mad_Scientist_PGT_54029_Type III_Hemp_SRR8349409,,_
195,sorted_bam/SRR8346577_sorted.bam,-0.01156682,-0.011081374,-0.00690542,0.012270659,SRR8346577,Madre_Malinche_PGT_180596,Hemp,Hemp,Madre_Malinche_PGT_180596_Type III_Hemp_SRR8346577,,_
976,sorted_bam/SRR8349033_sorted.bam,-0.023997166,0.013476311,0.001318572,0.012864287,SRR8349033,Makana_Moon_PGT_53891,Hemp,Hemp,Makana_Moon_PGT_53891_Type III_Hemp_SRR8349033,,_
1374,sorted_bam/SRR8349431_sorted.bam,-0.021461507,-0.050869181,0.008259231,-0.042673901,SRR8349431,Mango_Kush_PGT_20111,Hemp,Hemp,Mango_Kush_PGT_20111_Type III_Hemp_SRR8349431,,_
897,sorted_bam/SRR8347279_sorted.bam,-0.026943298,-0.019437117,-0.005150892,-0.031384282,SRR8347279,Maui_Bubble_Gift_PGT_15884,Hemp,Hemp,Maui_Bubble_Gift_PGT_15884_Type III_Hemp_SRR8347279,,_
439,sorted_bam/SRR8346821_sorted.bam,-0.009096931,-0.012263872,-0.021879801,0.01152839,SRR8346821,Maui_Wowie_PGT_14073,Hemp,Hemp,Maui_Wowie_PGT_14073_Type III_Hemp_SRR8346821,,_
67,sorted_bam/SRR8346449_sorted.bam,0.001389672,-0.046067553,-0.014338807,-0.001550687,SRR8346449,Mean_Green_PGT_126645,Hemp,Hemp,Mean_Green_PGT_126645_Type III_Hemp_SRR8346449,,_
778,sorted_bam/SRR8347160_sorted.bam,-0.004623568,-0.009286621,0.013515808,-0.005694941,SRR8347160,Mendocino_Clone_Company_Kush_PGT_108334,Hemp,Hemp,Mendocino_Clone_Company_Kush_PGT_108334_Type III_Hemp_SRR8347160,,_
687,sorted_bam/SRR8347069_sorted.bam,9.30E-50,9.47E-50,4.98E-51,-3.62E-48,SRR8347069,Monkey_Train_PGT_115305,Hemp,Hemp,Monkey_Train_PGT_115305_Type III_Hemp_SRR8347069,,_
1138,sorted_bam/SRR8349195_sorted.bam,-0.007230281,-0.006355835,0.016065958,-0.005419428,SRR8349195,Mountain_Magick_PGT_33848,Hemp,Hemp,Mountain_Magick_PGT_33848_Type III_Hemp_SRR8349195,,_
175,sorted_bam/SRR8346557_sorted.bam,-0.002528795,-0.023718978,0.014291969,-0.004108612,SRR8346557,Mr._Nice_PGT_126698,Hemp,Hemp,Mr._Nice_PGT_126698_Type III_Hemp_SRR8346557,,_
705,sorted_bam/SRR8347087_sorted.bam,-0.020024865,-0.029500945,0.016461362,-0.008880485,SRR8347087,Narnia_PGT_119522,Hemp,Hemp,Narnia_PGT_119522_Type III_Hemp_SRR8347087,,_
1302,sorted_bam/SRR8349359_sorted.bam,-0.009130315,-0.015530021,-0.012043515,0.010793841,SRR8349359,New_Beginnings_PGT_53890,Hemp,Hemp,New_Beginnings_PGT_53890_Type III_Hemp_SRR8349359,,_
844,sorted_bam/SRR8347226_sorted.bam,-0.017211273,-0.009582319,-0.031819207,0.039723081,SRR8347226,Night_Nurse_PGT_147522,Hemp,Hemp,Night_Nurse_PGT_147522_Type III_Hemp_SRR8347226,,_
245,sorted_bam/SRR8346627_sorted.bam,0.014751359,0.006141135,-0.012124849,-0.029890853,SRR8346627,Northern_Lights_PGT_147564,Hemp,Hemp,Northern_Lights_PGT_147564_Type III_Hemp_SRR8346627,,_
1237,sorted_bam/SRR8349294_sorted.bam,0.037992341,-0.061487023,0.019723869,0.013680541,SRR8349294,Obama_40_Water_PGT_198170,Hemp,Hemp,Obama_40_Water_PGT_198170_Type III_Hemp_SRR8349294,,_
859,sorted_bam/SRR8347241_sorted.bam,0.038872501,-0.060919342,0.018785781,0.011235832,SRR8347241,Obama_Kush_PGT_132763,Hemp,Hemp,Obama_Kush_PGT_132763_Type III_Hemp_SRR8347241,,_
634,sorted_bam/SRR8347016_sorted.bam,-0.001590666,-0.029149118,0.003062988,0.033760482,SRR8347016,OBG_01M_PGT_119508,Hemp,Hemp,OBG_01M_PGT_119508_Type III_Hemp_SRR8347016,,_
110,sorted_bam/SRR8346492_sorted.bam,-0.005645436,-0.02067762,-0.008431618,0.013888038,SRR8346492,Obi_1_to_1_PGT_115302,Hemp,Hemp,Obi_1_to_1_PGT_115302_Type III_Hemp_SRR8346492,,_
792,sorted_bam/SRR8347174_sorted.bam,0.022767517,-0.036940853,-0.002887989,0.034710592,SRR8347174,OGPC_PGT_119494,Hemp,Hemp,OGPC_PGT_119494_Type III_Hemp_SRR8347174,,_
853,sorted_bam/SRR8347235_sorted.bam,0.019451876,-0.045933278,-0.031172198,-0.031361385,SRR8347235,Oh_Fuck_PGT_112178,Hemp,Hemp,Oh_Fuck_PGT_112178_Type III_Hemp_SRR8347235,,_
1077,sorted_bam/SRR8349134_sorted.bam,-0.004169969,-0.026183446,-0.021200335,0.007819701,SRR8349134,Old_Paul_PGT_201687,Hemp,Hemp,Old_Paul_PGT_201687_Type III_Hemp_SRR8349134,,_
220,sorted_bam/SRR8346602_sorted.bam,-0.02167676,-0.028398929,-0.000558777,-0.020357043,SRR8346602,Omega_PGT_115257,Hemp,Hemp,Omega_PGT_115257_Type III_Hemp_SRR8346602,,_
221,sorted_bam/SRR8346603_sorted.bam,-0.005630421,-0.011198685,0.038865915,0.014119448,SRR8346603,Orange_Blossom_PGT_115256,Hemp,Hemp,Orange_Blossom_PGT_115256_Type III_Hemp_SRR8346603,,_
55,sorted_bam/SRR8346437_sorted.bam,0.020013285,-0.013705753,0.020801437,0.015976974,SRR8346437,Orange_Crush_PGT_132766,Hemp,Hemp,Orange_Crush_PGT_132766_Type III_Hemp_SRR8346437,,_
1101,sorted_bam/SRR8349158_sorted.bam,-0.000108295,-0.002550755,0.005419456,0.001566484,SRR8349158,Oregon_Berry_PGT_198233,Hemp,Hemp,Oregon_Berry_PGT_198233_Type III_Hemp_SRR8349158,,_
537,sorted_bam/SRR8346919_sorted.bam,-0.010170607,-0.008295697,0.013277562,0.020378182,SRR8346919,Oregon_Diesel_PGT_105024,Hemp,Hemp,Oregon_Diesel_PGT_105024_Type III_Hemp_SRR8346919,,_
1345,sorted_bam/SRR8349402_sorted.bam,-0.010507731,-0.00827442,0.013492646,0.020705173,SRR8349402,Oregon_Diesel_PGT_54030,Hemp,Hemp,Oregon_Diesel_PGT_54030_Type III_Hemp_SRR8349402,,_
359,sorted_bam/SRR8346741_sorted.bam,-0.010292809,-0.008306276,0.012315786,0.020146333,SRR8346741,Oregon_Purple_Diesel_PGT_112242,Hemp,Hemp,Oregon_Purple_Diesel_PGT_112242_Type III_Hemp_SRR8346741,,_
257,sorted_bam/SRR8346639_sorted.bam,-0.023531532,-0.015071167,0.005960694,0.015159889,SRR8346639,P_Wonder_PGT_147546,Hemp,Hemp,P_Wonder_PGT_147546_Type III_Hemp_SRR8346639,,_
1045,sorted_bam/SRR8349102_sorted.bam,-0.006129778,-0.028898419,-0.016970381,0.013025268,SRR8349102,Paghman_PGT_198206,Hemp,Hemp,Paghman_PGT_198206_Type III_Hemp_SRR8349102,,_
148,sorted_bam/SRR8346530_sorted.bam,0.004112894,-0.01128648,0.007210056,0.008743077,SRR8346530,PAGS_PGT_132697,Hemp,Hemp,PAGS_PGT_132697_Type III_Hemp_SRR8346530,,_
1239,sorted_bam/SRR8349296_sorted.bam,0.039122301,-0.061526015,0.019910505,0.011916835,SRR8349296,Peoples_Kush_PGT_198172,Hemp,Hemp,Peoples_Kush_PGT_198172_Type III_Hemp_SRR8349296,,_
1082,sorted_bam/SRR8349139_sorted.bam,-0.003824032,0.002561422,0.046321269,-0.000863175,SRR8349139,Power_Wreck_PGT_201682,Hemp,Hemp,Power_Wreck_PGT_201682_Type III_Hemp_SRR8349139,,_
267,sorted_bam/SRR8346649_sorted.bam,0.014229074,-0.028841129,0.031274478,0.018043978,SRR8346649,Purple_Afghani_PGT_147541,Hemp,Hemp,Purple_Afghani_PGT_147541_Type III_Hemp_SRR8346649,,_
533,sorted_bam/SRR8346915_sorted.bam,0.007886569,0.022693445,0.044337514,0.01047691,SRR8346915,Purple_Calyx_PGT_180587,Hemp,Hemp,Purple_Calyx_PGT_180587_Type III_Hemp_SRR8346915,,_
782,sorted_bam/SRR8347164_sorted.bam,-0.008961934,0.002645142,-0.001272717,0.02431268,SRR8347164,Purple_Kona_PGT_147501,Hemp,Hemp,Purple_Kona_PGT_147501_Type III_Hemp_SRR8347164,,_
738,sorted_bam/SRR8347120_sorted.bam,-0.02507277,-0.023269608,-0.011976381,0.024942779,SRR8347120,Purple_Kool_Aid_PGT_18309,Hemp,Hemp,Purple_Kool_Aid_PGT_18309_Type III_Hemp_SRR8347120,,_
654,sorted_bam/SRR8347036_sorted.bam,-0.002068902,-0.024153692,0.016912308,-0.005270707,SRR8347036,Purple_Mr._Nice_PGT_18291,Hemp,Hemp,Purple_Mr._Nice_PGT_18291_Type III_Hemp_SRR8347036,,_
699,sorted_bam/SRR8347081_sorted.bam,-0.001159675,-0.01894076,0.052004327,0.020156626,SRR8347081,Purple_Pineapple_PGT_126656,Hemp,Hemp,Purple_Pineapple_PGT_126656_Type III_Hemp_SRR8347081,,_
862,sorted_bam/SRR8347244_sorted.bam,-0.004609228,-0.000740677,0.044818727,0.001004451,SRR8347244,Purple_Trainwreck_PGT_132765,Hemp,Hemp,Purple_Trainwreck_PGT_132765_Type III_Hemp_SRR8347244,,_
614,sorted_bam/SRR8346996_sorted.bam,0.026944205,-0.031041327,-0.024407078,0.032665194,SRR8346996,Quantum_Kush_5_PGT_108309,Hemp,Hemp,Quantum_Kush_5_PGT_108309_Type III_Hemp_SRR8346996,,_
160,sorted_bam/SRR8346542_sorted.bam,0.029086099,-0.055497895,0.010207104,0.00469051,SRR8346542,Raspberry_Kush_PGT_14080,Hemp,Hemp,Raspberry_Kush_PGT_14080_Type III_Hemp_SRR8346542,,_
418,sorted_bam/SRR8346800_sorted.bam,0.017159912,-0.041400891,0.03665715,-0.010317435,SRR8346800,Ricks_Pupil_PGT_180606,Hemp,Hemp,Ricks_Pupil_PGT_180606_Type III_Hemp_SRR8346800,,_
1097,sorted_bam/SRR8349154_sorted.bam,0.005084186,-0.025274767,0.022842444,0.002510052,SRR8349154,Ricks_Pupil_PGT_198237,Hemp,Hemp,Ricks_Pupil_PGT_198237_Type III_Hemp_SRR8349154,,_
833,sorted_bam/SRR8347215_sorted.bam,-0.010820885,0.001402041,0.039034099,-0.002098149,SRR8347215,Riddler_PGT_115255,Hemp,Hemp,Riddler_PGT_115255_Type III_Hemp_SRR8347215,,_
17,sorted_bam/SRR8346399_sorted.bam,0.009164854,-0.048687178,-0.007285202,-0.014513249,SRR8346399,Ringo_PGT_102342,Hemp,Hemp,Ringo_PGT_102342_Type III_Hemp_SRR8346399,,_
719,sorted_bam/SRR8347101_sorted.bam,-0.011376725,-0.048363981,0.021940935,-0.021151707,SRR8347101,Ripped_Bubba_PGT_104974,Hemp,Hemp,Ripped_Bubba_PGT_104974_Type III_Hemp_SRR8347101,,_
606,sorted_bam/SRR8346988_sorted.bam,0.013094924,-0.00169499,-0.012907816,0.00214275,SRR8346988,Ruby_Red_Grapefruit_PGT_180605,Hemp,Hemp,Ruby_Red_Grapefruit_PGT_180605_Type III_Hemp_SRR8346988,,_
999,sorted_bam/SRR8349056_sorted.bam,-0.016395871,-0.013945231,0.020053805,0.009915567,SRR8349056,Santa_Cruz_Highland_Oaxaca_Gold_86_PGT_198216,Hemp,Hemp,Santa_Cruz_Highland_Oaxaca_Gold_86_PGT_198216_Type III_Hemp_SRR8349056,,_
711,sorted_bam/SRR8347093_sorted.bam,-0.01412875,-0.025268993,-0.01120467,0.002460399,SRR8347093,Sirius_Black_PGT_15225,Hemp,Hemp,Sirius_Black_PGT_15225_Type III_Hemp_SRR8347093,,_
981,sorted_bam/SRR8349038_sorted.bam,-0.010046661,-0.021165396,-0.008230925,0.025280579,SRR8349038,Sirius_Daydream_PGT_88200,Hemp,Hemp,Sirius_Daydream_PGT_88200_Type III_Hemp_SRR8349038,,_
