,sample.id,EV1,EV2,EV3,EV4,SRR Number,Cultivar,Type ,Phlyostype,Cultivar_full,,
107,sorted_bam/SRR8346489_sorted.bam,0.027716577,-0.053096172,0.016020978,0.004453105,SRR8346489,Sizzleberry_PGT_115294,Hemp,Hemp,Sizzleberry_PGT_115294_Type III_Hemp_SRR8346489,,_
291,sorted_bam/SRR8346673_sorted.bam,-0.009375305,-0.002594602,0.005436996,-0.0290581,SRR8346673,Skunk_1_Pheno_1_1979_PGT_15288,Hemp,Hemp,Skunk_1_Pheno_1_1979_PGT_15288_Type III_Hemp_SRR8346673,,_
289,sorted_bam/SRR8346671_sorted.bam,-0.009621005,-0.000914487,0.005866319,-0.029975305,SRR8346671,Skunk_1_Pheno_3_1979_PGT_15287,Hemp,Hemp,Skunk_1_Pheno_3_1979_PGT_15287_Type III_Hemp_SRR8346671,,_
265,sorted_bam/SRR8346647_sorted.bam,0.007242933,-0.003903025,-0.011231678,0.002831024,SRR8346647,Snow_Calyx_PGT_126654,Hemp,Hemp,Snow_Calyx_PGT_126654_Type III_Hemp_SRR8346647,,_
252,sorted_bam/SRR8346634_sorted.bam,-0.005299204,-0.000336041,0.025703173,0.017161635,SRR8346634,Sour_Apple_PGT_132775,Hemp,Hemp,Sour_Apple_PGT_132775_Type III_Hemp_SRR8346634,,_
1246,sorted_bam/SRR8349303_sorted.bam,-0.004991491,-0.001322048,0.024870596,0.015887657,SRR8349303,Sour_Apple_PGT_53940,Hemp,Hemp,Sour_Apple_PGT_53940_Type III_Hemp_SRR8349303,,_
29,sorted_bam/SRR8346411_sorted.bam,-0.008961041,0.004147219,0.022709907,0.032908692,SRR8346411,Sour_Apple_Original_Cut_PGT_126666,Hemp,Hemp,Sour_Apple_Original_Cut_PGT_126666_Type III_Hemp_SRR8346411,,_
952,sorted_bam/SRR8349009_sorted.bam,-0.004393289,-0.002297704,0.025071211,0.015426701,SRR8349009,Sour_Dog_PGT_193172,Hemp,Hemp,Sour_Dog_PGT_193172_Type III_Hemp_SRR8349009,,_
807,sorted_bam/SRR8347189_sorted.bam,0.015073031,-0.010600701,-0.014169147,-0.002218504,SRR8347189,Sour_Strawberry_Kush_PGT_112188,Hemp,Hemp,Sour_Strawberry_Kush_PGT_112188_Type III_Hemp_SRR8347189,,_
823,sorted_bam/SRR8347205_sorted.bam,-0.00327929,-0.001131085,0.025240707,0.015789733,SRR8347205,Space_Goat_PGT_132731,Hemp,Hemp,Space_Goat_PGT_132731_Type III_Hemp_SRR8347205,,_
899,sorted_bam/SRR8347281_sorted.bam,-0.004516375,-0.001341681,0.027539155,0.015008827,SRR8347281,Space_Goat_1332_PGT_161627,Hemp,Hemp,Space_Goat_1332_PGT_161627_Type III_Hemp_SRR8347281,,_
318,sorted_bam/SRR8346700_sorted.bam,0.008301062,-0.00193106,0.030655807,-0.024065566,SRR8346700,Star_Pupil_PGT_112219,Hemp,Hemp,Star_Pupil_PGT_112219_Type III_Hemp_SRR8346700,,_
1117,sorted_bam/SRR8349174_sorted.bam,-0.019021636,-0.029337394,-0.009811216,-0.013024397,SRR8349174,Stillwater_Smooth_PGT_198164,Hemp,Hemp,Stillwater_Smooth_PGT_198164_Type III_Hemp_SRR8349174,,_
1121,sorted_bam/SRR8349178_sorted.bam,-0.006947974,-0.029721006,0.012751027,-0.005398325,SRR8349178,Stinky_Pete_PGT_193181,Hemp,Hemp,Stinky_Pete_PGT_193181_Type III_Hemp_SRR8349178,,_
927,sorted_bam/SRR8348984_sorted.bam,-0.030861878,-0.027459458,-0.018656265,-0.043633027,SRR8348984,Strawberry_Banana_Tangie_PGT_33866,Hemp,Hemp,Strawberry_Banana_Tangie_PGT_33866_Type III_Hemp_SRR8348984,,_
522,sorted_bam/SRR8346904_sorted.bam,-0.011791316,-0.009290819,6.04E-06,0.006805158,SRR8346904,Strawberry_Satori_PGT_115330,Hemp,Hemp,Strawberry_Satori_PGT_115330_Type III_Hemp_SRR8346904,,_
492,sorted_bam/SRR8346874_sorted.bam,0.000184421,0.006285311,0.045315587,0.03067906,SRR8346874,Suicide_Girl_PGT_15240,Hemp,Hemp,Suicide_Girl_PGT_15240_Type III_Hemp_SRR8346874,,_
1375,sorted_bam/SRR8349432_sorted.bam,-0.023183429,-0.038067362,-0.007874759,-0.003592393,SRR8349432,Super_Orange_Crush_PGT_20112,Hemp,Hemp,Super_Orange_Crush_PGT_20112_Type III_Hemp_SRR8349432,,_
398,sorted_bam/SRR8346780_sorted.bam,-0.008044423,-0.000222368,-0.001468454,0.000938127,SRR8346780,Super_Silver_Haze_PGT_132750,Hemp,Hemp,Super_Silver_Haze_PGT_132750_Type III_Hemp_SRR8346780,,_
941,sorted_bam/SRR8348998_sorted.bam,-0.002235391,-0.014382278,-0.019889467,-0.011571319,SRR8348998,Super_Silver_Haze_PGT_20172,Hemp,Hemp,Super_Silver_Haze_PGT_20172_Type III_Hemp_SRR8348998,,_
385,sorted_bam/SRR8346767_sorted.bam,-0.001186728,-0.015388887,-0.003503563,0.016054329,SRR8346767,Swazi_Queen_PGT_108281,Hemp,Hemp,Swazi_Queen_PGT_108281_Type III_Hemp_SRR8346767,,_
1204,sorted_bam/SRR8349261_sorted.bam,-0.003407058,-0.01612945,-0.017199355,-0.011144417,SRR8349261,Sweet_Tooth_PGT_88226,Hemp,Hemp,Sweet_Tooth_PGT_88226_Type III_Hemp_SRR8349261,,_
667,sorted_bam/SRR8347049_sorted.bam,-0.010836237,-0.03024267,0.002227144,0.003289668,SRR8347049,Temple_Bud_PGT_108258,Hemp,Hemp,Temple_Bud_PGT_108258_Type III_Hemp_SRR8347049,,_
1154,sorted_bam/SRR8349211_sorted.bam,0.010244346,-0.037545546,0.000608726,0.0004629,SRR8349211,Texada_Timewarp_Twister_PGT_87969,Hemp,Hemp,Texada_Timewarp_Twister_PGT_87969_Type III_Hemp_SRR8349211,,_
763,sorted_bam/SRR8347145_sorted.bam,-0.014030407,0.006421395,-0.022851789,0.008532478,SRR8347145,Thai_PGT_14048,Hemp,Hemp,Thai_PGT_14048_Type III_Hemp_SRR8347145,,_
1305,sorted_bam/SRR8349362_sorted.bam,2.53E-49,-2.44E-50,-1.42E-52,-9.83E-49,SRR8349362,Thai_Afghan_PGT_53822,Hemp,Hemp,Thai_Afghan_PGT_53822_Type III_Hemp_SRR8349362,,_
1373,sorted_bam/SRR8349430_sorted.bam,-0.007881193,-0.006630046,0.00595519,0.030317577,SRR8349430,The_Black_Beauty_PGT_20120,Hemp,Hemp,The_Black_Beauty_PGT_20120_Type III_Hemp_SRR8349430,,_
1245,sorted_bam/SRR8349302_sorted.bam,-0.002869806,-0.009035494,-0.002445312,0.003231322,SRR8349302,The_Cats_Meow_PGT_53939,Hemp,Hemp,The_Cats_Meow_PGT_53939_Type III_Hemp_SRR8349302,,_
1012,sorted_bam/SRR8349069_sorted.bam,-0.007190663,0.006831509,0.003606393,-0.030325121,SRR8349069,The_Clone_Zone_PGT_33839,Hemp,Hemp,The_Clone_Zone_PGT_33839_Type III_Hemp_SRR8349069,,_
1351,sorted_bam/SRR8349408_sorted.bam,-0.003248685,-0.036911029,-0.035303907,-0.011834587,SRR8349408,TimeWreck_PGT_54028,Hemp,Hemp,TimeWreck_PGT_54028_Type III_Hemp_SRR8349408,,_
1018,sorted_bam/SRR8349075_sorted.bam,-0.002807918,-0.031212137,-0.015325865,0.009369038,SRR8349075,Trainwreck_PGT_54023,Hemp,Hemp,Trainwreck_PGT_54023_Type III_Hemp_SRR8349075,,_
453,sorted_bam/SRR8346835_sorted.bam,-0.012456271,-0.018902594,-0.001894974,0.018845668,SRR8346835,Tree_Of_Life_PGT_14076,Hemp,Hemp,Tree_Of_Life_PGT_14076_Type III_Hemp_SRR8346835,,_
1158,sorted_bam/SRR8349215_sorted.bam,0.020439494,-0.052055041,-0.019975998,-0.0475606,SRR8349215,TruBerry_OG_PGT_87965,Hemp,Hemp,TruBerry_OG_PGT_87965_Type III_Hemp_SRR8349215,,_
781,sorted_bam/SRR8347163_sorted.bam,-0.013500787,-0.023609551,0.011577067,0.010007093,SRR8347163,Twisted_Siskiyou_PGT_119495,Hemp,Hemp,Twisted_Siskiyou_PGT_119495_Type III_Hemp_SRR8347163,,_
674,sorted_bam/SRR8347056_sorted.bam,-0.020422586,-0.039311841,0.038081906,-0.032376421,SRR8347056,Unknown_9_PGT_108285,Hemp,Hemp,Unknown_9_PGT_108285_Type III_Hemp_SRR8347056,,_
141,sorted_bam/SRR8346523_sorted.bam,0.015954314,-0.036625937,-0.002807499,-0.021268053,SRR8346523,Venom_OG_52_PGT_161665,Hemp,Hemp,Venom_OG_52_PGT_161665_Type III_Hemp_SRR8346523,,_
1127,sorted_bam/SRR8349184_sorted.bam,-0.012633471,-0.032750463,0.017598162,-0.025659952,SRR8349184,Violet_Delight_PGT_87984,Hemp,Hemp,Violet_Delight_PGT_87984_Type III_Hemp_SRR8349184,,_
574,sorted_bam/SRR8346956_sorted.bam,-0.015981582,-0.024616624,-0.003213018,-0.007960029,SRR8346956,WAH_27_PGT_132711,Hemp,Hemp,WAH_27_PGT_132711_Type III_Hemp_SRR8346956,,_
324,sorted_bam/SRR8346706_sorted.bam,0.040851054,-0.064934176,0.018555174,0.011993697,SRR8346706,Wedding_Cake_PGT_179982,Hemp,Hemp,Wedding_Cake_PGT_179982_Type III_Hemp_SRR8346706,,_
1161,sorted_bam/SRR8349218_sorted.bam,0.0053032,-0.042320862,0.006898786,0.003313116,SRR8349218,White_Buffalo_PGT_87966,Hemp,Hemp,White_Buffalo_PGT_87966_Type III_Hemp_SRR8349218,,_
1228,sorted_bam/SRR8349285_sorted.bam,0.025121552,-0.027476421,-0.005940783,0.039764096,SRR8349285,White_Haze_PGT_20089,Hemp,Hemp,White_Haze_PGT_20089_Type III_Hemp_SRR8349285,,_
643,sorted_bam/SRR8347025_sorted.bam,-0.005529061,-0.070032175,-0.018983453,-0.01162937,SRR8347025,White_Russian_PGT_115263,Hemp,Hemp,White_Russian_PGT_115263_Type III_Hemp_SRR8347025,,_
27,sorted_bam/SRR8346409_sorted.bam,0.006951729,-0.005820673,0.000406823,-0.004698185,SRR8346409,Wonder_Dawg_PGT_126663,Hemp,Hemp,Wonder_Dawg_PGT_126663_Type III_Hemp_SRR8346409,,_
641,sorted_bam/SRR8347023_sorted.bam,0.005173615,-0.05152128,-0.011436316,0.012375383,SRR8347023,WTRX_PGT_115265,Hemp,Hemp,WTRX_PGT_115265_Type III_Hemp_SRR8347023,,_
879,sorted_bam/SRR8347261_sorted.bam,-0.007930317,-0.039930993,-0.011729299,-0.005166115,SRR8347261,X_18_Male_PGT_180632,Hemp,Hemp,X_18_Male_PGT_180632_Type III_Hemp_SRR8347261,,_
663,sorted_bam/SRR8347045_sorted.bam,-0.008140396,-0.013703891,0.006921515,0.009168666,SRR8347045,2002_2_PGT_126647,Landrace,Landrace,2002_2_PGT_126647_Landrace_Landrace_SRR8347045,,_
1124,sorted_bam/SRR8349181_sorted.bam,-0.010214542,-0.005987753,-0.002776665,0.012914243,SRR8349181,357_PGT_198163,Landrace,Landrace,357_PGT_198163_Landrace_Landrace_SRR8349181,,_
407,sorted_bam/SRR8346789_sorted.bam,-0.004458181,-0.008999549,0.004431594,-0.0283535,SRR8346789,70s_Hawaiian_PGT_126642,Landrace,Landrace,70s_Hawaiian_PGT_126642_Landrace_Landrace_SRR8346789,,_
23,sorted_bam/SRR8346405_sorted.bam,-0.019272016,-0.01804744,-0.022674469,0.009921208,SRR8346405,A5_Haze_PGT_102348,Landrace,Landrace,A5_Haze_PGT_102348_Landrace_Landrace_SRR8346405,,_
909,sorted_bam/SRR8347291_sorted.bam,-0.001474946,-0.028927272,0.002132874,0.030104196,SRR8347291,Acapulco_Gold_PGT_14004,Landrace,Landrace,Acapulco_Gold_PGT_14004_Landrace_Landrace_SRR8347291,,_
994,sorted_bam/SRR8349051_sorted.bam,-0.012498936,-0.033109426,-0.010814583,0.018678612,SRR8349051,AMERICAN_FERAL_PGT_88211,Landrace,Landrace,AMERICAN_FERAL_PGT_88211_Landrace_Landrace_SRR8349051,,_
1155,sorted_bam/SRR8349212_sorted.bam,-0.01281049,-0.023266429,-0.017220374,0.005140442,SRR8349212,Angola_Red_13_LMN_PGT_87968,Landrace,Landrace,Angola_Red_13_LMN_PGT_87968_Landrace_Landrace_SRR8349212,,_
911,sorted_bam/SRR8347293_sorted.bam,-0.025611121,-0.032371418,-0.000787948,0.03070272,SRR8347293,Angolan_PGT_13980,Landrace,Landrace,Angolan_PGT_13980_Landrace_Landrace_SRR8347293,,_
442,sorted_bam/SRR8346824_sorted.bam,-0.004817598,-0.042484158,-0.012389172,0.032493889,SRR8346824,Baalbek_Valley_Lebanese_PGT_14063,Landrace,Landrace,Baalbek_Valley_Lebanese_PGT_14063_Landrace_Landrace_SRR8346824,,_
321,sorted_bam/SRR8346703_sorted.bam,-0.007386398,-0.021904746,-0.016658243,0.021994237,SRR8346703,Bama_China_PGT_112225,Landrace,Landrace,Bama_China_PGT_112225_Landrace_Landrace_SRR8346703,,_
739,sorted_bam/SRR8347121_sorted.bam,-0.004207899,0.005747923,0.009294081,0.002845179,SRR8347121,Bermuda_Sour_PGT_15229,Landrace,Landrace,Bermuda_Sour_PGT_15229_Landrace_Landrace_SRR8347121,,_
514,sorted_bam/SRR8346896_sorted.bam,-0.014702555,-0.006800128,-0.004615373,0.033051784,SRR8346896,Blue_Dragon_PGT_147505,Landrace,Landrace,Blue_Dragon_PGT_147505_Landrace_Landrace_SRR8346896,,_
155,sorted_bam/SRR8346537_sorted.bam,-0.011202346,-0.00841467,-0.00888342,0.012317627,SRR8346537,Booty_Call_PGT_132702,Landrace,Landrace,Booty_Call_PGT_132702_Landrace_Landrace_SRR8346537,,_
1314,sorted_bam/SRR8349371_sorted.bam,-0.019462713,-0.013589059,-0.025785421,0.000191578,SRR8349371,Cabeza_de_Negro_PGT_20123,Landrace,Landrace,Cabeza_de_Negro_PGT_20123_Landrace_Landrace_SRR8349371,,_
570,sorted_bam/SRR8346952_sorted.bam,-0.008062693,-0.044827349,-0.016490361,0.005064532,SRR8346952,Cherry_wine_x_Charlotte_web_x_Columbian_gold_PGT_132707,Landrace,Landrace,Cherry_wine_x_Charlotte_web_x_Columbian_gold_PGT_132707_Landrace_Landrace_SRR8346952,,_
597,sorted_bam/SRR8346979_sorted.bam,-0.032069346,-0.017919153,-0.027976982,-0.017309309,SRR8346979,Chola_PGT_13983,Landrace,Landrace,Chola_PGT_13983_Landrace_Landrace_SRR8346979,,_
731,sorted_bam/SRR8347113_sorted.bam,-0.004356859,-0.000611488,-0.011886365,0.027567403,SRR8347113,Colombia_81_PGT_161676,Landrace,Landrace,Colombia_81_PGT_161676_Landrace_Landrace_SRR8347113,,_
890,sorted_bam/SRR8347272_sorted.bam,-0.018098363,-0.001325169,-0.026954926,0.012760621,SRR8347272,Colombian_Red_PGT_13981,Landrace,Landrace,Colombian_Red_PGT_13981_Landrace_Landrace_SRR8347272,,_
569,sorted_bam/SRR8346951_sorted.bam,-0.006674369,-0.022940409,-0.002190069,0.025848601,SRR8346951,Columbian_Cherry_CBD_PGT_132706,Landrace,Landrace,Columbian_Cherry_CBD_PGT_132706_Landrace_Landrace_SRR8346951,,_
882,sorted_bam/SRR8347264_sorted.bam,-0.011545071,-0.007406786,-0.030236532,0.010101556,SRR8347264,DNA_Genetics_Proprietary_1_PGT_180631,Landrace,Landrace,DNA_Genetics_Proprietary_1_PGT_180631_Landrace_Landrace_SRR8347264,,_
434,sorted_bam/SRR8346816_sorted.bam,-0.018010091,-0.018196272,-0.002725341,-0.016362875,SRR8346816,Duck_Foot_Wally_Web_PGT_180611,Landrace,Landrace,Duck_Foot_Wally_Web_PGT_180611_Landrace_Landrace_SRR8346816,,_
874,sorted_bam/SRR8347256_sorted.bam,-0.011582644,-0.007949784,-0.009399319,0.033475022,SRR8347256,Durban_Poison_PGT_161679,Landrace,Landrace,Durban_Poison_PGT_161679_Landrace_Landrace_SRR8347256,,_
1220,sorted_bam/SRR8349277_sorted.bam,0.006227186,-0.016162031,-0.019806746,0.034697453,SRR8349277,eT_Special_PGT_201991,Landrace,Landrace,eT_Special_PGT_201991_Landrace_Landrace_SRR8349277,,_
970,sorted_bam/SRR8349027_sorted.bam,0.002539852,-0.018477544,-0.000142712,0.001086238,SRR8349027,Frog_One_1_PGT_20017,Landrace,Landrace,Frog_One_1_PGT_20017_Landrace_Landrace_SRR8349027,,_
969,sorted_bam/SRR8349026_sorted.bam,-0.008661731,-0.029528306,-0.002783859,0.002377134,SRR8349026,Frog_One_2_PGT_20016,Landrace,Landrace,Frog_One_2_PGT_20016_Landrace_Landrace_SRR8349026,,_
968,sorted_bam/SRR8349025_sorted.bam,-0.000679532,-0.022666445,-0.006086873,0.003820262,SRR8349025,Frog_One_3_PGT_20015,Landrace,Landrace,Frog_One_3_PGT_20015_Landrace_Landrace_SRR8349025,,_
591,sorted_bam/SRR8346973_sorted.bam,-0.020227253,-0.011104515,-0.005940407,0.037961423,SRR8346973,Gold_Colombian_PGT_13991,Landrace,Landrace,Gold_Colombian_PGT_13991_Landrace_Landrace_SRR8346973,,_
590,sorted_bam/SRR8346972_sorted.bam,-0.024991481,-0.007032112,-0.012944075,0.021603446,SRR8346972,Gold_Colombian_PGT_13992,Landrace,Landrace,Gold_Colombian_PGT_13992_Landrace_Landrace_SRR8346972,,_
912,sorted_bam/SRR8347294_sorted.bam,-0.014811549,-0.009913736,0.000426728,0.028528484,SRR8347294,Gold_Colombian_PGT_14000,Landrace,Landrace,Gold_Colombian_PGT_14000_Landrace_Landrace_SRR8347294,,_
762,sorted_bam/SRR8347144_sorted.bam,-0.019237803,-0.012778871,-0.003782821,0.031251872,SRR8347144,Gold_Colombian_PGT_14010,Landrace,Landrace,Gold_Colombian_PGT_14010_Landrace_Landrace_SRR8347144,,_
766,sorted_bam/SRR8347148_sorted.bam,-0.018382931,-0.012302685,-0.004471298,0.029431547,SRR8347148,Gold_Colombian_PGT_14052,Landrace,Landrace,Gold_Colombian_PGT_14052_Landrace_Landrace_SRR8347148,,_
1002,sorted_bam/SRR8349059_sorted.bam,-0.038386757,0.006259932,-0.020766573,0.048577234,SRR8349059,Gold_Colombian_x_Michoacan_x_Mazari_Shiriff_78_May_Valley_Colombian_Gold_PGT_198218,Landrace,Landrace,Gold_Colombian_x_Michoacan_x_Mazari_Shiriff_78_May_Valley_Colombian_Gold_PGT_198218_Landrace_Landrace_SRR8349059,,_
1358,sorted_bam/SRR8349415_sorted.bam,-0.014099571,-0.016054129,-0.002179696,-0.012264809,SRR8349415,Green_Mountain_PGT_20023,Landrace,Landrace,Green_Mountain_PGT_20023_Landrace_Landrace_SRR8349415,,_
1309,sorted_bam/SRR8349366_sorted.bam,7.78E-50,3.86E-50,1.11E-52,4.88E-49,SRR8349366,Guerrero_Mexican_PGT_33875,Landrace,Landrace,Guerrero_Mexican_PGT_33875_Landrace_Landrace_SRR8349366,,_
1034,sorted_bam/SRR8349091_sorted.bam,-0.013987134,-0.023760283,0.018076181,-0.003759791,SRR8349091,Hagalolo_PGT_193115,Landrace,Landrace,Hagalolo_PGT_193115_Landrace_Landrace_SRR8349091,,_
283,sorted_bam/SRR8346665_sorted.bam,-0.001616748,0.005140444,-0.013298607,0.014643378,SRR8346665,Hash_Plant_Haze_PGT_102340,Landrace,Landrace,Hash_Plant_Haze_PGT_102340_Landrace_Landrace_SRR8346665,,_
1342,sorted_bam/SRR8349399_sorted.bam,-0.012162941,-0.006951138,-0.011692736,-0.008417001,SRR8349399,Hazy_Kush_PGT_33823,Landrace,Landrace,Hazy_Kush_PGT_33823_Landrace_Landrace_SRR8349399,,_
1115,sorted_bam/SRR8349172_sorted.bam,-0.000385299,-0.027580369,0.019055185,0.019018192,SRR8349172,HellenKeller_PGT_198168,Landrace,Landrace,HellenKeller_PGT_198168_Landrace_Landrace_SRR8349172,,_
786,sorted_bam/SRR8347168_sorted.bam,-0.013164199,-0.014584642,0.019657331,0.007586849,SRR8347168,Highland_Columbian_PGT_119488,Landrace,Landrace,Highland_Columbian_PGT_119488_Landrace_Landrace_SRR8347168,,_
902,sorted_bam/SRR8347284_sorted.bam,-0.008518253,-0.012033717,-0.012822821,0.02130061,SRR8347284,Highland_Thai_PGT_13978,Landrace,Landrace,Highland_Thai_PGT_13978_Landrace_Landrace_SRR8347284,,_
599,sorted_bam/SRR8346981_sorted.bam,-0.005634184,-0.009541881,-0.003714344,0.008346095,SRR8346981,Immortal_PGT_126710,Landrace,Landrace,Immortal_PGT_126710_Landrace_Landrace_SRR8346981,,_
962,sorted_bam/SRR8349019_sorted.bam,-0.014018291,-0.016994833,-0.007646816,0.032159921,SRR8349019,India_PGT_33874,Landrace,Landrace,India_PGT_33874_Landrace_Landrace_SRR8349019,,_
801,sorted_bam/SRR8347183_sorted.bam,-0.016302927,-0.002201867,-0.0136125,0.024865046,SRR8347183,Jamaica_Ganja_PGT_112211,Landrace,Landrace,Jamaica_Ganja_PGT_112211_Landrace_Landrace_SRR8347183,,_
1360,sorted_bam/SRR8349417_sorted.bam,0.014357458,-0.01241237,-0.022479736,0.005142371,SRR8349417,Kachook_PGT_20025,Landrace,Landrace,Kachook_PGT_20025_Landrace_Landrace_SRR8349417,,_
440,sorted_bam/SRR8346822_sorted.bam,-0.020526903,-0.005738266,0.001790341,0.030669887,SRR8346822,Kerala_PGT_14072,Landrace,Landrace,Kerala_PGT_14072_Landrace_Landrace_SRR8346822,,_
835,sorted_bam/SRR8347217_sorted.bam,-0.019968521,-0.02176361,0.015513971,0.004124883,SRR8347217,L2_PGT_105051,Landrace,Landrace,L2_PGT_105051_Landrace_Landrace_SRR8347217,,_
727,sorted_bam/SRR8347109_sorted.bam,-0.022959855,0.002581904,-0.016262726,0.028984305,SRR8347109,Malawi_PGT_161674,Landrace,Landrace,Malawi_PGT_161674_Landrace_Landrace_SRR8347109,,_
1369,sorted_bam/SRR8349426_sorted.bam,-0.023876747,-0.020920623,-0.004833777,0.030468621,SRR8349426,Manga_Rosa_PGT_20122,Landrace,Landrace,Manga_Rosa_PGT_20122_Landrace_Landrace_SRR8349426,,_
529,sorted_bam/SRR8346911_sorted.bam,-0.024031439,-0.029443708,-0.013818947,0.000418145,SRR8346911,Nigerian_Hashplant_PGT_147506,Landrace,Landrace,Nigerian_Hashplant_PGT_147506_Landrace_Landrace_SRR8346911,,_
465,sorted_bam/SRR8346847_sorted.bam,-0.017052147,-0.022826078,-0.000506819,0.026067665,SRR8346847,North_Indian_Redstem_PGT_161629,Landrace,Landrace,North_Indian_Redstem_PGT_161629_Landrace_Landrace_SRR8346847,,_
1171,sorted_bam/SRR8349228_sorted.bam,-0.00708063,-0.016013498,0.013133588,-0.005931699,SRR8349228,Number_Five_PGT_193117,Landrace,Landrace,Number_Five_PGT_193117_Landrace_Landrace_SRR8349228,,_
732,sorted_bam/SRR8347114_sorted.bam,-0.023098949,-0.00625171,-0.007961338,0.030007549,SRR8347114,Odisha_PGT_161675,Landrace,Landrace,Odisha_PGT_161675_Landrace_Landrace_SRR8347114,,_
1313,sorted_bam/SRR8349370_sorted.bam,-1.61E-49,4.13E-50,2.92E-51,-2.00E-48,SRR8349370,Original_Green_PGT_20124,Landrace,Landrace,Original_Green_PGT_20124_Landrace_Landrace_SRR8349370,,_
1044,sorted_bam/SRR8349101_sorted.bam,-0.014489921,0.005344513,-0.008443359,0.029768454,SRR8349101,Orissa_Gold_PGT_198207,Landrace,Landrace,Orissa_Gold_PGT_198207_Landrace_Landrace_SRR8349101,,_
1140,sorted_bam/SRR8349197_sorted.bam,-0.038510105,0.00431576,0.001606948,-0.003596263,SRR8349197,Panama_PGT_33846,Landrace,Landrace,Panama_PGT_33846_Landrace_Landrace_SRR8349197,,_
715,sorted_bam/SRR8347097_sorted.bam,-0.008815471,-0.01750067,-0.010633523,0.001013905,SRR8347097,Panama_Red_PGT_104970,Landrace,Landrace,Panama_Red_PGT_104970_Landrace_Landrace_SRR8347097,,_
714,sorted_bam/SRR8347096_sorted.bam,-0.014817264,-0.011726893,-0.002650572,0.019460012,SRR8347096,Panama_Red_PGT_104971,Landrace,Landrace,Panama_Red_PGT_104971_Landrace_Landrace_SRR8347096,,_
202,sorted_bam/SRR8346584_sorted.bam,-0.024393382,-0.00805727,-0.008479348,0.040170881,SRR8346584,Parvati_Valley_Landrace_PGT_108322,Landrace,Landrace,Parvati_Valley_Landrace_PGT_108322_Landrace_Landrace_SRR8346584,,_
384,sorted_bam/SRR8346766_sorted.bam,-0.007742449,-0.026233569,0.049256674,-0.038014181,SRR8346766,Powerline_2_PGT_108280,Landrace,Landrace,Powerline_2_PGT_108280_Landrace_Landrace_SRR8346766,,_
729,sorted_bam/SRR8347111_sorted.bam,-0.017368538,-0.00402156,9.73E-05,0.030780586,SRR8347111,Punto_Rojo_PGT_161672,Landrace,Landrace,Punto_Rojo_PGT_161672_Landrace_Landrace_SRR8347111,,_
1035,sorted_bam/SRR8349092_sorted.bam,-0.01787705,-0.010446215,-0.006287875,0.010308953,SRR8349092,Red_Bikini_PGT_193116,Landrace,Landrace,Red_Bikini_PGT_193116_Landrace_Landrace_SRR8349092,,_
885,sorted_bam/SRR8347267_sorted.bam,-0.00711348,-0.011694466,-0.01160024,0.018521425,SRR8347267,Red_Corrento_PGT_13982,Landrace,Landrace,Red_Corrento_PGT_13982_Landrace_Landrace_SRR8347267,,_
787,sorted_bam/SRR8347169_sorted.bam,-0.007564996,-0.028251662,0.016774618,0.020678986,SRR8347169,Red_Lebanese_x_Panama_Red_PGT_119487,Landrace,Landrace,Red_Lebanese_x_Panama_Red_PGT_119487_Landrace_Landrace_SRR8347169,,_
1288,sorted_bam/SRR8349345_sorted.bam,-0.022908191,-0.006268282,-0.008617949,0.030299138,SRR8349345,"Sainte_Anne,_Guadeloupe_PGT_193129",Landrace,Landrace,"Sainte_Anne,_Guadeloupe_PGT_193129_Landrace_Landrace_SRR8349345",,_
1283,sorted_bam/SRR8349340_sorted.bam,-0.007305175,-0.055362204,-0.037619534,-0.013277035,SRR8349340,SB_Strawberry_Blonde_PGT_193162,Landrace,Landrace,SB_Strawberry_Blonde_PGT_193162_Landrace_Landrace_SRR8349340,,_
728,sorted_bam/SRR8347110_sorted.bam,-0.00835024,-0.032827602,-0.012843334,0.0085241,SRR8347110,Sheelavathi_India_PGT_161673,Landrace,Landrace,Sheelavathi_India_PGT_161673_Landrace_Landrace_SRR8347110,,_
1368,sorted_bam/SRR8349425_sorted.bam,-0.037683057,-0.011487235,-0.026986341,0.050249905,SRR8349425,Skunk_1_PGT_20121,Landrace,Landrace,Skunk_1_PGT_20121_Landrace_Landrace_SRR8349425,,_
903,sorted_bam/SRR8347285_sorted.bam,-0.012449345,-0.010433986,-0.000903783,0.029334688,SRR8347285,Swazi_PTG_PGT_13975,Landrace,Landrace,Swazi_PTG_PGT_13975_Landrace_Landrace_SRR8347285,,_
1180,sorted_bam/SRR8349237_sorted.bam,-0.025471778,-0.018349346,-0.025067859,-0.003858831,SRR8349237,Swiss_Toowin_PGT_20135,Landrace,Landrace,Swiss_Toowin_PGT_20135_Landrace_Landrace_SRR8349237,,_
761,sorted_bam/SRR8347143_sorted.bam,-0.004323012,0.000839294,-0.001727608,0.025388959,SRR8347143,Thai_Medicine_PGT_14005,Landrace,Landrace,Thai_Medicine_PGT_14005_Landrace_Landrace_SRR8347143,,_
593,sorted_bam/SRR8346975_sorted.bam,-0.00385517,-0.007300103,-0.00477548,0.029955966,SRR8346975,Thai_Stick_PGT_13993,Landrace,Landrace,Thai_Stick_PGT_13993_Landrace_Landrace_SRR8346975,,_
