name,hcpc_order,BAR,check
PitBull_a1_Hemp,607,Hemp,PitBull_a1_Hemp
Pit_Bull_a1_Hemp,608,Hemp,Pit_Bull_a1_Hemp
CRex_a1_Hemp,609,Hemp,CRex_a1_Hemp
Nuken_a1_Type I,610,Type I,Nuken_a1_Type I
2_Pheno_KFx2_a1_Type I,611,Type I,2_Pheno_KFx2_a1_Type I
Golden_Geek_a1_Landrace,612,Landrace,Golden_Geek_a1_Landrace
Omega_Dawg_b1_Type I,613,Type I,Omega_Dawg_b1_Type I
BigBud_x_White_Widow_a1_Type I,614,Type I,BigBud_x_White_Widow_a1_Type I
Original_Diesel_a1_Type I,615,Type I,Original_Diesel_a1_Type I
Sour_Diesel_b1_Type I,616,Type I,Sour_Diesel_b1_Type I
Strawberry_Sour_Diesel_a1_Type I,617,Type I,Strawberry_Sour_Diesel_a1_Type I
Trainwreck_C_a1_Type I,618,Type I,Trainwreck_C_a1_Type I
Tangerine_Haze_a1_Type I,619,Type I,Tangerine_Haze_a1_Type I
Trainwreck_B_a1_Type I,620,Type I,Trainwreck_B_a1_Type I
Diablo_OG_a1_Type I,621,Type I,Diablo_OG_a1_Type I
Kaboom_a1_Type I,622,Type I,Kaboom_a1_Type I
Super_Lemon_Haze_b1_Type I,623,Type I,Super_Lemon_Haze_b1_Type I
Canuvo_God_Bud_0_a1_Type I,624,Type I,Canuvo_God_Bud_0_a1_Type I
P91_a1_Hemp,625,Hemp,P91_a1_Hemp
Summit_Star_a1_Type I,626,Type I,Summit_Star_a1_Type I
Cannatonic_c1_Type I,627,Type I,Cannatonic_c1_Type I
Tangie_C_a1_Type I,628,Type I,Tangie_C_a1_Type I
Tangie_A_a1_Type I,629,Type I,Tangie_A_a1_Type I
Galactic_Jack_a1_Type I,630,Type I,Galactic_Jack_a1_Type I
UKAW_2_a1_Type I,631,Type I,UKAW_2_a1_Type I
OG_Chem_a1_Type I,632,Type I,OG_Chem_a1_Type I
Skywalker_OG_a1_Type I,633,Type I,Skywalker_OG_a1_Type I
Chem_Dawg_4_a1_Type I,634,Type I,Chem_Dawg_4_a1_Type I
Sour_Diesel_e1_Type I,635,Type I,Sour_Diesel_e1_Type I
Chemdawg_1.0_a1_Type I,636,Type I,Chemdawg_1.0_a1_Type I
Electric_Lemonade_a1_Type I,637,Type I,Electric_Lemonade_a1_Type I
Chem_D_a1_Type I,638,Type I,Chem_D_a1_Type I
Kepler_22B_Kush_a1_Type I,639,Type I,Kepler_22B_Kush_a1_Type I
Tanzanian_C_a1_Type I,640,Type I,Tanzanian_C_a1_Type I
Louie_13_a1_Type I,641,Type I,Louie_13_a1_Type I
3_Pheno_a1_Type I,642,Type I,3_Pheno_a1_Type I
KWGS_a1_Type I,643,Type I,KWGS_a1_Type I
OG_Kush_a1_Type I,644,Type I,OG_Kush_a1_Type I
Trainwreck_A_a1_Type I,645,Type I,Trainwreck_A_a1_Type I
Sour_Queen_a1_Type I,646,Type I,Sour_Queen_a1_Type I
White_Cashmere_a1_Type I,647,Type I,White_Cashmere_a1_Type I
Lemon_Skunk_a1_Type I,648,Type I,Lemon_Skunk_a1_Type I
Lemon_Diesel_a1_Type I,649,Type I,Lemon_Diesel_a1_Type I
Frisco_OG_a1_Type I,650,Type I,Frisco_OG_a1_Type I
Kauai_PG_a1_Type I,651,Type I,Kauai_PG_a1_Type I
Wombat_a1_Type I,652,Type I,Wombat_a1_Type I
613_x_JH_a1_Type I,653,Type I,613_x_JH_a1_Type I
NYC_Diesel_01_a1_Type I,654,Type I,NYC_Diesel_01_a1_Type I
Dream_Queen_c1_Type I,655,Type I,Dream_Queen_c1_Type I
Purple_Crack_a1_Type I,656,Type I,Purple_Crack_a1_Type I
Durban_Poison_d1_Type I,657,Type I,Durban_Poison_d1_Type I
Dream_Queen_a1_Type I,658,Type I,Dream_Queen_a1_Type I
Green_Crack_a1_Type I,659,Type I,Green_Crack_a1_Type I
Medicine_Man_a1_Type III,660,Type III,Medicine_Man_a1_Type III
Strawberry_Cough_c1_Unknown,661,Unknown,Strawberry_Cough_c1_Unknown
Dream_Queen_b1_Type I,662,Type I,Dream_Queen_b1_Type I
Durban_Poison_f1_Type I,663,Type I,Durban_Poison_f1_Type I
Dream_Queen_d1_Type I,664,Type I,Dream_Queen_d1_Type I
UKAW_1_a1_Type I,665,Type I,UKAW_1_a1_Type I
Albert_Walker_a1_Type I,666,Type I,Albert_Walker_a1_Type I
Jack_Herer_d1_Type I,667,Type I,Jack_Herer_d1_Type I
Jack_Herer_e1_Type I,668,Type I,Jack_Herer_e1_Type I
Jack_Flash_a1_Type I,669,Type I,Jack_Flash_a1_Type I
Jack_Herer_b1_Type I,670,Type I,Jack_Herer_b1_Type I
Jack_OneJ1_a1_Type I,671,Type I,Jack_OneJ1_a1_Type I
Candy_Jack_a1_Type I,672,Type I,Candy_Jack_a1_Type I
Premium_Jack_b1_Type I,673,Type I,Premium_Jack_b1_Type I
Jack_Frost_a1_Type I,674,Type I,Jack_Frost_a1_Type I
XJB_a1_Type I,675,Type I,XJB_a1_Type I
Premium_Jack_a1_Type I,676,Type I,Premium_Jack_a1_Type I
Larrys_Dream_a1_Type I,677,Type I,Larrys_Dream_a1_Type I
Sour_Sage_a1_Type I,678,Type I,Sour_Sage_a1_Type I
Unclebuds_J1_a1_Type I,679,Type I,Unclebuds_J1_a1_Type I
Green_Corn_a1_Type I,680,Type I,Green_Corn_a1_Type I
Ingrid_a1_Type I,681,Type I,Ingrid_a1_Type I
Ingrid_b1_Unknown,682,Unknown,Ingrid_b1_Unknown
Strawberry_Cough_a1_Type I,683,Type I,Strawberry_Cough_a1_Type I
SSH_x_SuperBill_x_SSH_a1_Type I,684,Type I,SSH_x_SuperBill_x_SSH_a1_Type I
Hippie_Crippler_b1_Type I,685,Type I,Hippie_Crippler_b1_Type I
Oregon_Pineapple_a1_Type I,686,Type I,Oregon_Pineapple_a1_Type I
Charlottes_Web_c1_Type I,687,Type I,Charlottes_Web_c1_Type I
Panama_b1_Landrace,688,Landrace,Panama_b1_Landrace
Durban_Poison_b1_Type I,689,Type I,Durban_Poison_b1_Type I
Durban_Poison_e1_Type I,690,Type I,Durban_Poison_e1_Type I
Tuffalo_Durban_a1_Type I,691,Type I,Tuffalo_Durban_a1_Type I
Shark_Shock_a1_Type III,692,Type III,Shark_Shock_a1_Type III
Casey_Jones_a1_Type I,693,Type I,Casey_Jones_a1_Type I
Afgoo_e1_Type I,694,Type I,Afgoo_e1_Type I
Ginger_Kid_a1_Type I,695,Type I,Ginger_Kid_a1_Type I
Dutch_Treat_b1_Type I,696,Type I,Dutch_Treat_b1_Type I
Dutch_Treat_a1_Type I,697,Type I,Dutch_Treat_a1_Type I
Blue_Dream_h1_Type I,698,Type I,Blue_Dream_h1_Type I
Uzbekistan_P4_a1_Type I,699,Type I,Uzbekistan_P4_a1_Type I
Champagne_X_a1_Type I,700,Type I,Champagne_X_a1_Type I
Uzbekistan_P5_a1_Type I,701,Type I,Uzbekistan_P5_a1_Type I
Platinum_GirlScout_Cookies_a1_Type I,702,Type I,Platinum_GirlScout_Cookies_a1_Type I
Cinex_x_501OG_c1_Type I,703,Type I,Cinex_x_501OG_c1_Type I
Humboldt_OG_b1_Unknown,704,Unknown,Humboldt_OG_b1_Unknown
Humboldt_OG_a1_Type I,705,Type I,Humboldt_OG_a1_Type I
Sunshine_daydream_a1_Type I,706,Type I,Sunshine_daydream_a1_Type I
Pakistan_Chitral_a1_Hemp,707,Hemp,Pakistan_Chitral_a1_Hemp
Malawi_d1_Landrace,708,Landrace,Malawi_d1_Landrace
Ghost_a1_Type I,709,Type I,Ghost_a1_Type I
OGK_x_Tangerine_a1_Type I,710,Type I,OGK_x_Tangerine_a1_Type I
Tangerine_Tahoe_a1_Type I,711,Type I,Tangerine_Tahoe_a1_Type I
Big_City_Lights_a1_Type I,712,Type I,Big_City_Lights_a1_Type I
Panda_OG_a1_Type I,713,Type I,Panda_OG_a1_Type I
Blue_Dynamite_a1_1_Hemp,714,Hemp,Blue_Dynamite_a1_1_Hemp
Hapa_Huli_a1_Type I,715,Type I,Hapa_Huli_a1_Type I
Sour_Diesel_i1_Hemp,716,Hemp,Sour_Diesel_i1_Hemp
Munkey_a1_Hemp,717,Hemp,Munkey_a1_Hemp
Blue_Dream_b1_Type I,718,Type I,Blue_Dream_b1_Type I
Columbian_Gold_a1_Hemp,719,Hemp,Columbian_Gold_a1_Hemp
Lemon_GPG_Kush_a1_Unknown,720,Unknown,Lemon_GPG_Kush_a1_Unknown
Kauai_a1_Unknown,721,Unknown,Kauai_a1_Unknown
Super_Sour_Diesel_a1_Type I,722,Type I,Super_Sour_Diesel_a1_Type I
Root_Beer_Float_c1_Hemp,723,Hemp,Root_Beer_Float_c1_Hemp
Root_Beer_Float_e1_Unknown,724,Unknown,Root_Beer_Float_e1_Unknown
Kings_Randsome_a1_Type I,725,Type I,Kings_Randsome_a1_Type I
Crippled_Rhino_a1_Hemp,726,Hemp,Crippled_Rhino_a1_Hemp
Sugar_Plum_a1_Hemp,727,Hemp,Sugar_Plum_a1_Hemp
White_Afghan_a1_Type I,728,Type I,White_Afghan_a1_Type I
Chocolate_Heaven_A_a1_Type I,729,Type I,Chocolate_Heaven_A_a1_Type I
Sage_a1_Type I,730,Type I,Sage_a1_Type I
Princess_Leia_a1_Type I,731,Type I,Princess_Leia_a1_Type I
